Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
12700	0.6736	-nan	0.6736	0.668049	0.0237478	0	0.657	-nan	0.657	0.649306	0.0176419	0	0.647	-nan	0.647	0.644472	0.0165657	0
12800	0.6554	-nan	0.6554	0.661347	0.0178248	0	0.642	-nan	0.642	0.640738	0.0160037	0	0.6527	-nan	0.6527	0.649667	0.0143018	0
12900	0.6555	-nan	0.6555	0.654119	0.0180415	0	0.6436	-nan	0.6436	0.648704	0.0172122	0	0.655	-nan	0.655	0.65372	0.0156353	0
13000	0.6558	-nan	0.6558	0.657929	0.0232587	0	0.643	-nan	0.643	0.64641	0.0165131	0	0.6604	-nan	0.6604	0.659962	0.0181712	0
13100	0.6813	-nan	0.6813	0.667987	0.0186265	0	0.6389	-nan	0.6389	0.644821	0.0206694	0	0.6654	-nan	0.6654	0.66022	0.0145819	0
13200	0.6741	-nan	0.6741	0.677059	0.0180656	0	0.6456	-nan	0.6456	0.639053	0.014812	0	0.6624	-nan	0.6624	0.663877	0.0144917	0
13300	0.6883	-nan	0.6883	0.68432	0.0191273	0	0.6411	-nan	0.6411	0.637853	0.0180905	0	0.6664	-nan	0.6664	0.6681	0.022905	0
13400	0.6801	-nan	0.6801	0.682598	0.0189786	0	0.6276	-nan	0.6276	0.627858	0.0183426	0	0.6586	-nan	0.6586	0.662117	0.0304288	0
13500	0.6676	-nan	0.6676	0.669716	0.0148817	0	0.6241	-nan	0.6241	0.623465	0.0166916	0	0.6667	-nan	0.6667	0.668173	0.0275263	0
13600	0.6716	-nan	0.6716	0.67248	0.0188057	0	0.6278	-nan	0.6278	0.625457	0.0219868	0	0.6729	-nan	0.6729	0.669197	0.0207764	0
13700	0.6714	-nan	0.6714	0.676733	0.0191128	0	0.6274	-nan	0.6274	0.624788	0.015553	0	0.6749	-nan	0.6749	0.676541	0.0141163	0
