Generation;Pmean;PmeanRes;PmeanUnres;MeanP0;StdevP0;MeanInfo;Pmean;PmeanRes;PmeanUnres;MeanP0;StdevP0;MeanInfo;Pmean;PmeanRes;PmeanUnres;MeanP0;StdevP0;MeanInfo
10200;0,4767;0,456499;0,895652;0,898839;0,0290128;0,955;0,4117;0,767669;0,00705128;0,00619298;0,0148853;0,534;0,4974;0,514542;0,475847;0,47223;0,0151242;0,557
10300;0,5202;0,488649;0,909333;0,917902;0,0510618;0,92;0,4297;0,749736;0,00719258;0,00754091;0,0185236;0,6;0,4952;0,526744;0,46157;0,459885;0,024141;0,518
10400;0,5122;0,482334;0,934848;0,941914;0,0538046;0,935;0,439;0,732773;0,00740741;0,00700993;0,00546382;0,614;0,5008;0,524298;0,46481;0,462934;0,029391;0,604
10500;0,494;0,459914;0,933333;0,950887;0,0490733;0,915;0,4237;0,766545;0,00466667;0,00556672;0,00539421;0,556;0,4852;0,52851;0,447858;0,45079;0,0192258;0,437
10600;0,5189;0,492569;0,946552;0,971223;0,0397208;0,936;0,4253;0,762455;0,00650224;0,00726907;0,00710301;0,547;0,4843;0,538776;0,431961;0,447427;0,0248092;0,501
10700;0,4937;0,436404;0,957273;0,962807;0,0513783;0,912;0,4218;0,755676;0,00539326;0,0056644;0,00668082;0,559;0,4904;0,538723;0,447547;0,43847;0,0266278;0,46
10800;0,5021;0,46824;0,966176;0,971582;0,0321449;0,93;0,4336;0,756842;0,00511628;0,00812731;0,00801287;0,549;0,4824;0,532752;0,428719;0,426093;0,0238745;0,524
10900;0,5088;0,474973;0,965217;0,961084;0,0425815;0,927;0,4427;0,752129;0,00290557;0,00404433;0,00626263;0,601;0,4768;0,541299;0,427944;0,431423;0,0262737;0,471
11000;0,5171;0,494549;0,984783;0,971818;0,0318299;0,943;0,399;0,785545;0,00464646;0,00512414;0,00838303;0,536;0,4832;0,576632;0,398667;0,390299;0,0460479;0,49
11100;0,5055;0,470748;0,922078;0,913738;0,0532299;0,918;0,4385;0,75475;0,00356295;0,00509762;0,0047585;0,607;0,4704;0,5804;0,3604;0,364492;0,0390654;0,488
11200;0,5019;0,474707;0,906349;0,904772;0,0527043;0,925;0,424;0,761372;0,00493274;0,00553497;0,00576782;0,564;0,4568;0,601096;0,335846;0,348499;0,0473994;0,451
11300;0,4948;0,468797;0,895082;0,898285;0,0358825;0,918;0,441;0,749486;0,00793269;0,00889429;0,00620422;0,574;0,4563;0,623747;0,314233;0,319431;0,0254334;0,439
11400;0,5192;0,484607;0,896429;0,890891;0,032949;0,928;0,4269;0,765884;0,0058296;0,00858195;0,0133304;0,578;0,4611;0,601338;0,307338;0,306241;0,0178821;0,545
11500;0,4994;0,475424;0,903571;0,905699;0,0307963;0,943;0,4083;0,770398;0,00486258;0,00816896;0,00806068;0,554;0,4635;0,622921;0,308481;0,305842;0,0173715;0,481
11600;0,4884;0,449236;0,915476;0,925185;0,0271707;0,923;0,441;0,739057;0,00492611;0,00539895;0,00649287;0,577;0,4529;0,63048;0,289635;0,284869;0,0187438;0,478
11700;0,4988;0,467134;0,906944;0,919847;0,0211248;0,939;0,4206;0,737123;0,0128146;0,0117491;0,0140139;0,545;0,4475;0,635378;0,26771;0,276298;0,0245446;0,511
11800;0,5137;0,485027;0,926154;0,925217;0,0155481;0,941;0,4428;0,754096;0,00217391;0,00373774;0,00690262;0,556;0,4612;0,641829;0,270165;0,265727;0,0140038;0,542
