Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
13000	0.5052	0.459406	0.962637	0.961646	0.0243917	0.909	0.4171	0.744144	0.00921348	0.0112124	0.0110357	0.554	0.4972	0.527642	0.467717	0.468765	0.0142756	0.499
13100	0.4942	0.453261	0.965	0.956795	0.0248183	0.914	0.4368	0.760633	0.00928074	0.00745218	0.00958359	0.552	0.4918	0.523913	0.473101	0.464574	0.00881836	0.353
13200	0.5075	0.461868	0.968889	0.961993	0.0292056	0.907	0.4214	0.768934	0.00679825	0.00658523	0.00933959	0.536	0.4835	0.533034	0.443784	0.456415	0.0158931	0.443
13300	0.5098	0.470306	0.940476	0.947453	0.0173266	0.915	0.4261	0.76588	0.0091314	0.00869686	0.00827311	0.558	0.4951	0.533074	0.454938	0.450237	0.0141198	0.523
13400	0.5012	0.461111	0.95	0.943647	0.0263001	0.914	0.4215	0.769742	0.00938865	0.00925517	0.00952232	0.544	0.4844	0.525304	0.444466	0.448888	0.0178954	0.509
13500	0.4964	0.467625	0.939344	0.939734	0.019366	0.94	0.426	0.759747	0.011435	0.00889037	0.010084	0.566	0.4802	0.560557	0.419332	0.421194	0.0145715	0.431
13600	0.5006	0.454796	0.947312	0.937693	0.0182635	0.909	0.4309	0.749204	0.0174713	0.0168991	0.0109761	0.565	0.4887	0.558654	0.412917	0.413311	0.0136097	0.549
13700	0.4974	0.471822	0.928571	0.952135	0.0274513	0.939	0.423	0.755091	0.0171111	0.0150667	0.0114775	0.605	0.4877	0.554344	0.40915	0.407269	0.020151	0.553
13800	0.4974	0.465846	0.943939	0.939236	0.0307602	0.915	0.4157	0.772744	0.00982906	0.00975468	0.00834355	0.529	0.4696	0.561711	0.380747	0.391745	0.0143264	0.504
13900	0.5003	0.468382	0.944776	0.949444	0.0345279	0.931	0.4363	0.748187	0.00736342	0.00811025	0.00984131	0.565	0.4828	0.573148	0.376739	0.377079	0.0156954	0.519
14000	0.4938	0.460738	0.884615	0.894623	0.0316942	0.927	0.4162	0.772015	0.00517241	0.00563654	0.00663183	0.566	0.4782	0.573967	0.388372	0.376557	0.0204869	0.468
14100	0.4911	0.463209	0.892308	0.882933	0.0248972	0.937	0.4086	0.780998	0.00354906	0.00356726	0.00577284	0.549	0.4787	0.572287	0.378926	0.373544	0.0180655	0.517
