Generation	Pmean	MeanP0	StdevP0	MeanInfo	Pmean	MeanP0	StdevP0	MeanInfo	Pmean	MeanP0	StdevP0	MeanInfo
404600	0.5316	0.61538	0.105586	0.099	0.5425	0.667475	0.025342	0.137	0.5509	0.671285	0.0225809	0.135
404700	0.5427	0.650617	0.0752462	0.129	0.5476	0.657539	0.0177532	0.122	0.5214	0.66079	0.0201771	0.176
404800	0.5774	0.696737	0.0887111	0.118	0.5732	0.654786	0.0150341	0.103	0.5451	0.665368	0.0226799	0.15
404900	0.5636	0.690495	0.078066	0.133	0.5301	0.648028	0.015538	0.136	0.5177	0.658039	0.017716	0.162
405000	0.5409	0.728755	0.0559448	0.182	0.5562	0.64875	0.0228869	0.126	0.548	0.664152	0.0210292	0.13
405100	0.5664	0.712262	0.068291	0.154	0.5341	0.654122	0.0237009	0.135	0.5653	0.656693	0.0167627	0.116
405200	0.5313	0.681407	0.0830046	0.155	0.5403	0.655029	0.0180542	0.138	0.5475	0.670905	0.0224944	0.138
405300	0.5486	0.635559	0.0625472	0.107	0.5247	0.651615	0.0181424	0.15	0.5391	0.670483	0.0266139	0.14
405400	0.5392	0.623521	0.0472883	0.107	0.5633	0.652119	0.0185339	0.112	0.5549	0.667518	0.0350722	0.116
405500	0.5568	0.622606	0.0227092	0.11	0.5521	0.655333	0.0153925	0.121	0.524	0.653168	0.0391494	0.12
405600	0.5411	0.619061	0.0172004	0.1	0.5551	0.653044	0.0144273	0.113	0.5486	0.645607	0.0393944	0.101
405700	0.5564	0.615443	0.0187117	0.071	0.5582	0.655728	0.0158287	0.121	0.5426	0.624065	0.0324533	0.102
405800	0.5282	0.624418	0.0179933	0.123	0.5542	0.653675	0.0251435	0.128	0.5455	0.621506	0.0164499	0.133
405900	0.5341	0.633355	0.0168987	0.127	0.5435	0.656035	0.0244683	0.131	0.5308	0.62434	0.0172664	0.112
406000	0.5501	0.63789	0.0130302	0.101	0.5422	0.662592	0.028287	0.134	0.5292	0.62626	0.013986	0.142
406100	0.5483	0.633502	0.0150861	0.102	0.5612	0.668206	0.0194719	0.134	0.5342	0.628711	0.0177101	0.124
406200	0.5448	0.633224	0.0217762	0.115	0.5422	0.666839	0.0163647	0.127	0.5422	0.635431	0.0163391	0.112
406300	0.5796	0.623389	0.027954	0.07	0.562	0.665906	0.0159654	0.133	0.5268	0.626539	0.0219277	0.128
406400	0.5242	0.640519	0.0210537	0.137	0.5474	0.671636	0.0225113	0.157	0.5491	0.636839	0.0195533	0.109
406500	0.5641	0.646287	0.0125366	0.093	0.5458	0.668367	0.0186492	0.132	0.5511	0.632695	0.0195067	0.094
406600	0.5413	0.650938	0.0138529	0.118	0.5908	0.664201	0.0220072	0.079	0.5561	0.633809	0.0175334	0.085
406700	0.5294	0.646493	0.0206841	0.138	0.5455	0.668509	0.025094	0.135	0.5308	0.619905	0.0245185	0.097
406800	0.5403	0.636646	0.0146032	0.112	0.5476	0.652169	0.0237139	0.127	0.5444	0.629757	0.0223044	0.119
406900	0.5352	0.629092	0.0122895	0.11	0.5483	0.649785	0.0182406	0.142	0.5337	0.625505	0.0249003	0.123
407000	0.5427	0.636137	0.0160819	0.134	0.5456	0.654653	0.0221937	0.111	0.5388	0.642911	0.0225106	0.116
407100	0.5548	0.641714	0.0200842	0.1	0.5617	0.671524	0.0289016	0.111	0.5377	0.64303	0.0226482	0.126
407200	0.579	0.652792	0.0221122	0.098	0.5431	0.678368	0.0346816	0.164	0.5183	0.648465	0.0237721	0.148
407300	0.5575	0.656939	0.0177156	0.109	0.5206	0.683165	0.053446	0.179	0.5134	0.65744	0.0271039	0.15
407400	0.5605	0.65417	0.0185296	0.104	0.5563	0.66275	0.0487827	0.12	0.5839	0.66079	0.033223	0.091
407500	0.5454	0.650141	0.0246041	0.13	0.5275	0.646628	0.0286126	0.123	0.5568	0.673818	0.0343677	0.127
407600	0.5555	0.657981	0.017198	0.108	0.5589	0.652385	0.0184744	0.12	0.5685	0.674026	0.0295149	0.136
407700	0.5545	0.663432	0.0217857	0.128	0.5495	0.657941	0.0196127	0.129	0.5556	0.678533	0.029039	0.137
407800	0.5756	0.658338	0.0194939	0.079	0.5542	0.667372	0.0220956	0.141	0.5622	0.679233	0.0268521	0.126
407900	0.5499	0.651189	0.0180468	0.118	0.5705	0.675977	0.0214602	0.105	0.5416	0.689017	0.0422161	0.173
408000	0.5639	0.6588	0.0195172	0.087	0.5719	0.676193	0.0177348	0.093	0.5876	0.712709	0.0443292	0.124
408100	0.5523	0.658433	0.0188793	0.131	0.5485	0.661739	0.0160301	0.134	0.5702	0.704415	0.0483647	0.138
408200	0.5594	0.662316	0.0153116	0.118	0.5614	0.66284	0.0164414	0.112	0.5794	0.725487	0.0458911	0.144
408300	0.5808	0.661318	0.0172689	0.1	0.544	0.667652	0.0182507	0.112	0.5471	0.73379	0.0420284	0.17
408400	0.542	0.66278	0.0210875	0.125	0.5723	0.661058	0.0263005	0.098	0.5749	0.727704	0.048793	0.143
408500	0.564	0.689167	0.0244805	0.121	0.5667	0.670272	0.0234154	0.116	0.5467	0.676692	0.0495327	0.174
408600	0.5687	0.698143	0.0228458	0.118	0.5651	0.683981	0.0229058	0.133	0.5728	0.672196	0.0596733	0.112
408700	0.5793	0.708014	0.0234274	0.13	0.5348	0.684827	0.0314933	0.153	0.5426	0.678999	0.0625121	0.148
408800	0.5869	0.694543	0.0285321	0.111	0.5655	0.690655	0.0283632	0.125	0.5186	0.677352	0.0626226	0.171
408900	0.5818	0.681523	0.0293644	0.097	0.5447	0.685472	0.0239938	0.14	0.5288	0.666307	0.0557258	0.166
409000	0.5618	0.682951	0.0230771	0.122	0.5739	0.671114	0.02978	0.117	0.5882	0.653482	0.062191	0.096
409100	0.5602	0.69014	0.0295008	0.151	0.5413	0.6767	0.0327462	0.177	0.5967	0.650048	0.0554407	0.069
409200	0.5515	0.687632	0.0324939	0.151	0.5844	0.668152	0.0412615	0.088	0.562	0.658964	0.0539651	0.105
409300	0.5566	0.690387	0.02839	0.159	0.5561	0.684984	0.0359753	0.12	0.5436	0.653344	0.0317984	0.141
409400	0.57	0.697843	0.0289238	0.137	0.554	0.701942	0.0264615	0.156	0.5391	0.669961	0.0481808	0.145
409500	0.5578	0.693313	0.0351609	0.144	0.588	0.711527	0.0220303	0.105	0.5455	0.668459	0.0458493	0.138
409600	0.5597	0.686042	0.0317649	0.147	0.6077	0.703323	0.0330932	0.112	0.5561	0.657567	0.0395321	0.135
409700	0.5993	0.683346	0.0292177	0.098	0.561	0.717494	0.0317552	0.143	0.5545	0.699927	0.0507606	0.153
409800	0.5358	0.667457	0.0211104	0.151	0.5873	0.704446	0.0355154	0.118	0.5803	0.675692	0.0393839	0.105
409900	0.5374	0.677469	0.019357	0.148	0.5735	0.70934	0.031427	0.13	0.5716	0.685971	0.0410374	0.128
410000	0.5633	0.669446	0.023378	0.105	0.5761	0.699605	0.0364929	0.132	0.5721	0.678098	0.0494444	0.132
410100	0.5315	0.668105	0.0218756	0.155	0.5567	0.685875	0.0477008	0.113	0.56	0.668196	0.0492644	0.141
410200	0.5809	0.683714	0.0335517	0.112	0.5514	0.668402	0.0539403	0.139	0.5811	0.682899	0.0519259	0.096
410300	0.5718	0.673646	0.033794	0.107	0.5831	0.679628	0.0459626	0.106	0.5854	0.656624	0.0479457	0.095
410400	0.5758	0.678195	0.0316818	0.098	0.5712	0.697507	0.0313275	0.123	0.551	0.684565	0.0719691	0.146
410500	0.562	0.673748	0.0298764	0.114	0.5796	0.676345	0.0492753	0.093	0.5521	0.689117	0.0614066	0.141
410600	0.5764	0.687759	0.0421777	0.128	0.5396	0.688112	0.0465249	0.149	0.5813	0.693985	0.0549049	0.103
410700	0.5974	0.687917	0.0439065	0.121	0.5678	0.695458	0.0323694	0.155	0.5579	0.666185	0.0632994	0.111
410800	0.5879	0.691974	0.0446308	0.102	0.5344	0.659039	0.0324984	0.141	0.5565	0.657647	0.055484	0.113
410900	0.5822	0.678456	0.0424679	0.119	0.5214	0.642524	0.0263386	0.181	0.5405	0.665789	0.0397562	0.127
411000	0.584	0.67098	0.0345742	0.106	0.5566	0.649174	0.025692	0.117	0.6016	0.698164	0.0379065	0.114
411100	0.605	0.67916	0.0419964	0.073	0.5631	0.686222	0.0512039	0.15	0.555	0.68836	0.0422086	0.167
411200	0.5368	0.664794	0.0275614	0.152	0.554	0.679026	0.056344	0.151	0.5712	0.709527	0.0384454	0.149
411300	0.5316	0.661036	0.0142606	0.144	0.5307	0.635907	0.0317315	0.11	0.5481	0.668646	0.0329111	0.13
411400	0.5595	0.664929	0.0182499	0.115	0.5559	0.62825	0.012818	0.118	0.5755	0.66279	0.0440716	0.116
411500	0.5634	0.663429	0.0119629	0.117	0.5505	0.627669	0.014461	0.126	0.5285	0.668355	0.043499	0.132
411600	0.532	0.656102	0.0164393	0.139	0.5844	0.632592	0.0128795	0.052	0.5558	0.672369	0.0462565	0.123
411700	0.5484	0.657141	0.0120866	0.136	0.5351	0.629789	0.00855039	0.097	0.5645	0.688666	0.05315	0.124
411800	0.5667	0.661993	0.0103252	0.125	0.5441	0.637103	0.0145546	0.125	0.5281	0.689053	0.0619648	0.175
411900	0.5556	0.658235	0.0119783	0.109	0.5524	0.642615	0.01738	0.119	0.5416	0.673872	0.0547491	0.154
412000	0.5187	0.656956	0.0098384	0.163	0.5334	0.642366	0.0194619	0.148	0.5532	0.653652	0.0448028	0.092
412100	0.5467	0.653404	0.011982	0.135	0.5159	0.634971	0.00958761	0.143	0.5536	0.636496	0.0131511	0.106
412200	0.5333	0.655346	0.0126674	0.138	0.5537	0.640032	0.0137429	0.1	0.5536	0.640624	0.0176756	0.108
412300	0.5392	0.652206	0.0141751	0.119	0.5549	0.643444	0.0119199	0.104	0.5404	0.644345	0.0259689	0.122
412400	0.5649	0.646659	0.0147125	0.111	0.5464	0.648491	0.0161153	0.121	0.5698	0.651423	0.0277947	0.093
412500	0.5689	0.644564	0.0149009	0.093	0.5687	0.646307	0.0180908	0.104	0.5267	0.638867	0.0250127	0.121
412600	0.5409	0.642509	0.0174179	0.12	0.5472	0.648452	0.0213313	0.135	0.5511	0.640534	0.02844	0.126
412700	0.5458	0.634692	0.0160504	0.112	0.5474	0.650357	0.0205081	0.103	0.5263	0.636301	0.0311125	0.16
412800	0.5291	0.63188	0.0169413	0.121	0.5621	0.661236	0.0150778	0.098	0.5369	0.626388	0.0327423	0.123
412900	0.5536	0.622969	0.0193636	0.093	0.5344	0.655652	0.0199659	0.143	0.5177	0.63064	0.0318277	0.121
413000	0.5403	0.631326	0.0181818	0.112	0.5263	0.650334	0.021968	0.156	0.5249	0.647846	0.0334016	0.132
413100	0.5517	0.639126	0.0210775	0.126	0.5639	0.654124	0.0256107	0.126	0.5419	0.645838	0.0352768	0.106
413200	0.5259	0.628052	0.0220325	0.123	0.5595	0.671164	0.0116519	0.131	0.5723	0.647864	0.0440578	0.089
413300	0.5259	0.632976	0.0228369	0.131	0.5316	0.67156	0.0144967	0.129	0.5322	0.635549	0.0404132	0.137
413400	0.5616	0.647671	0.017826	0.099	0.5522	0.669585	0.0184795	0.126	0.5666	0.637407	0.0309044	0.094
413500	0.5719	0.659082	0.0262984	0.108	0.5397	0.67086	0.0154888	0.129	0.5504	0.636096	0.0322513	0.115
413600	0.5668	0.656783	0.0289574	0.084	0.583	0.678367	0.0145817	0.089	0.5383	0.630643	0.032564	0.112
413700	0.5668	0.669126	0.021028	0.112	0.5602	0.679574	0.0143707	0.119	0.5325	0.631593	0.0297435	0.116
413800	0.5491	0.659266	0.0274133	0.125	0.5642	0.672995	0.0152668	0.127	0.5373	0.635643	0.0251166	0.117
413900	0.579	0.655517	0.0204902	0.097	0.5511	0.67387	0.0160444	0.145	0.5453	0.631213	0.0222239	0.115
414000	0.5573	0.651518	0.0169811	0.111	0.5798	0.680362	0.0180443	0.105	0.5411	0.639051	0.022454	0.113
414100	0.5565	0.639189	0.0183236	0.084	0.5695	0.671072	0.0149314	0.117	0.5755	0.638412	0.0222002	0.096
414200	0.5616	0.636601	0.0138499	0.102	0.5513	0.671381	0.0130399	0.114	0.5426	0.646381	0.0134955	0.139
414300	0.5413	0.647722	0.011372	0.135	0.5668	0.671171	0.017124	0.114	0.5463	0.63953	0.0155764	0.115
414400	0.5399	0.643986	0.0157918	0.118	0.538	0.668004	0.0226124	0.139	0.5229	0.640069	0.0137215	0.124
414500	0.5454	0.646222	0.0142961	0.137	0.5242	0.673401	0.0296518	0.157	0.5353	0.642042	0.0129263	0.108
414600	0.5654	0.65673	0.0137129	0.104	0.5646	0.656181	0.0317468	0.104	0.5476	0.641633	0.0207398	0.123
414700	0.5526	0.656975	0.0140908	0.142	0.5453	0.661888	0.0361908	0.139	0.5321	0.634575	0.0170781	0.105
414800	0.5526	0.658378	0.0229391	0.117	0.5855	0.65227	0.031388	0.082	0.5382	0.639875	0.0178951	0.111
414900	0.5385	0.660034	0.0222905	0.114	0.5576	0.641846	0.0202005	0.094	0.546	0.632869	0.0190534	0.095
415000	0.5347	0.664756	0.0252073	0.118	0.5803	0.635798	0.0177966	0.076	0.5298	0.641158	0.0142412	0.133
415100	0.5503	0.65703	0.0332308	0.12	0.5576	0.646902	0.0142473	0.104	0.5424	0.646013	0.0130498	0.126
415200	0.5419	0.639125	0.0318943	0.134	0.5302	0.653952	0.0129668	0.138	0.5397	0.645076	0.0155653	0.129
415300	0.5563	0.652497	0.0392221	0.1	0.5823	0.66335	0.0143535	0.106	0.5749	0.646107	0.0162132	0.101
415400	0.5342	0.650621	0.0308779	0.125	0.5567	0.658801	0.0129507	0.128	0.5471	0.647037	0.00981466	0.149
415500	0.5698	0.645717	0.0216495	0.113	0.5517	0.64799	0.0128923	0.119	0.564	0.647471	0.0112297	0.103
415600	0.5338	0.658698	0.020127	0.14	0.5389	0.650797	0.0173789	0.131	0.5441	0.644102	0.0178332	0.103
415700	0.5759	0.661144	0.0155021	0.093	0.5627	0.646805	0.0253566	0.111	0.5256	0.637012	0.0146632	0.133
415800	0.5698	0.668218	0.0166356	0.116	0.5509	0.639842	0.0293442	0.109	0.5412	0.628631	0.0129838	0.098
415900	0.5516	0.673404	0.0187214	0.134	0.5418	0.633412	0.0284439	0.132	0.5082	0.624395	0.0160915	0.145
416000	0.6035	0.679695	0.0232691	0.078	0.5714	0.644766	0.0234609	0.083	0.5452	0.616287	0.0159832	0.089
416100	0.5437	0.676035	0.0138512	0.148	0.569	0.65062	0.0198147	0.096	0.5525	0.620596	0.0125094	0.09
416200	0.5544	0.680238	0.019995	0.117	0.5535	0.645268	0.0214724	0.108	0.5213	0.62181	0.0122728	0.152
416300	0.5886	0.68198	0.0224118	0.107	0.5281	0.632856	0.0196498	0.127	0.5477	0.619529	0.0117318	0.084
416400	0.5739	0.697958	0.0304058	0.119	0.5247	0.632812	0.0139914	0.104	0.5363	0.624701	0.012628	0.114
416500	0.5753	0.692682	0.0260904	0.138	0.5832	0.630899	0.0128475	0.053	0.5361	0.632405	0.0125194	0.12
416600	0.5723	0.688027	0.0183906	0.114	0.5492	0.629864	0.0219096	0.115	0.5169	0.630842	0.0100181	0.118
416700	0.5688	0.696121	0.0183321	0.125	0.5536	0.632455	0.0167342	0.113	0.532	0.635812	0.0128888	0.119
416800	0.5579	0.699885	0.0256408	0.152	0.5395	0.637687	0.0213335	0.125	0.5157	0.630585	0.0150341	0.144
416900	0.5772	0.701802	0.0192031	0.14	0.5661	0.639344	0.0102316	0.076	0.5337	0.623391	0.0136696	0.112
417000	0.5736	0.695273	0.0174804	0.121	0.5269	0.636333	0.0152957	0.136	0.5224	0.625911	0.0222478	0.133
417100	0.5432	0.694553	0.0256482	0.15	0.5382	0.641349	0.0115029	0.116	0.5591	0.63008	0.0210809	0.09
417200	0.5799	0.702641	0.0251516	0.136	0.557	0.641479	0.0114071	0.123	0.5288	0.625859	0.015211	0.134
417300	0.591	0.69571	0.0234144	0.113	0.5347	0.642498	0.0103334	0.123	0.556	0.620661	0.0172544	0.09
417400	0.5655	0.704614	0.018579	0.146	0.5423	0.634137	0.0147435	0.114	0.5278	0.61515	0.0146442	0.098
417500	0.5725	0.702502	0.0125577	0.149	0.5481	0.63821	0.0149416	0.116	0.546	0.633856	0.0251769	0.097
417600	0.6011	0.703978	0.0151387	0.099	0.5424	0.648894	0.0206101	0.121	0.5476	0.6435	0.0330002	0.116
417700	0.5573	0.701299	0.0200473	0.144	0.5641	0.654873	0.0178878	0.105	0.5473	0.637117	0.0189457	0.108
417800	0.5692	0.690058	0.0272445	0.123	0.5325	0.648045	0.0195951	0.121	0.5708	0.631712	0.0213039	0.101
417900	0.5781	0.699169	0.0371479	0.137	0.5707	0.646891	0.014457	0.1	0.5304	0.626884	0.0204278	0.127
418000	0.5535	0.683653	0.0367305	0.141	0.5501	0.649365	0.020616	0.114	0.5435	0.636265	0.0132925	0.125
418100	0.5918	0.675639	0.0286254	0.091	0.5862	0.648835	0.0211329	0.087	0.5296	0.641638	0.0122912	0.147
418200	0.5469	0.680374	0.0359411	0.159	0.5356	0.649283	0.02088	0.133	0.5568	0.646043	0.0139182	0.124
418300	0.5823	0.684896	0.0374319	0.103	0.5668	0.651938	0.0267496	0.112	0.5339	0.646542	0.0145547	0.126
418400	0.5822	0.683537	0.0432205	0.107	0.5635	0.657942	0.0235814	0.107	0.5275	0.65654	0.0135858	0.133
418500	0.5623	0.67349	0.04645	0.129	0.5554	0.658239	0.0192521	0.122	0.5432	0.660726	0.0166062	0.141
418600	0.5738	0.668743	0.0426323	0.114	0.5367	0.659888	0.0248405	0.125	0.5553	0.665715	0.0218204	0.122
418700	0.5615	0.655234	0.0291772	0.111	0.562	0.670187	0.0224892	0.122	0.5738	0.661518	0.0148727	0.106
418800	0.5648	0.646189	0.0236972	0.106	0.5642	0.678787	0.0236021	0.112	0.5773	0.669981	0.0153893	0.125
418900	0.5529	0.649077	0.0257665	0.134	0.6136	0.68115	0.0260525	0.077	0.5921	0.680218	0.0197003	0.107
419000	0.5584	0.645068	0.0174386	0.103	0.5751	0.684897	0.0203499	0.119	0.5588	0.679138	0.0150842	0.112
419100	0.561	0.645434	0.0183976	0.121	0.5625	0.691262	0.0172601	0.157	0.5519	0.680451	0.0118514	0.156
419200	0.5468	0.647231	0.0191676	0.101	0.5737	0.697669	0.017162	0.15	0.5626	0.682376	0.0139431	0.142
419300	0.5498	0.649955	0.019909	0.122	0.5795	0.709799	0.019822	0.127	0.5343	0.690334	0.0142441	0.157
419400	0.5445	0.654004	0.0246161	0.135	0.5435	0.703655	0.0194848	0.17	0.5606	0.694358	0.0152843	0.126
419500	0.5568	0.651164	0.0213526	0.108	0.5984	0.698643	0.0300079	0.094	0.5689	0.696187	0.0252986	0.127
419600	0.5341	0.634242	0.0285769	0.132	0.5626	0.722578	0.0240353	0.15	0.5629	0.693294	0.0293951	0.126
419700	0.5601	0.625914	0.0238932	0.107	0.5714	0.714661	0.0277591	0.15	0.5588	0.683369	0.0226132	0.141
419800	0.5368	0.621853	0.0205539	0.082	0.548	0.699192	0.0245621	0.154	0.5621	0.675376	0.0327134	0.131
419900	0.5311	0.623804	0.0220112	0.098	0.5554	0.704008	0.0214589	0.141	0.5556	0.651898	0.0302021	0.118
420000	0.5541	0.624995	0.0224165	0.104	0.5642	0.698416	0.0152401	0.131	0.5556	0.651322	0.0359868	0.128
420100	0.5432	0.624775	0.0224376	0.119	0.5549	0.698211	0.0189487	0.164	0.5706	0.670135	0.041737	0.092
420200	0.5479	0.623069	0.0229358	0.096	0.5364	0.699013	0.0228825	0.164	0.5493	0.669641	0.0350249	0.135
420300	0.5517	0.619472	0.0210303	0.09	0.5637	0.683676	0.0293323	0.143	0.5407	0.659788	0.0512084	0.137
420400	0.5432	0.606046	0.0200145	0.083	0.5565	0.67712	0.0216627	0.155	0.5336	0.648673	0.0454541	0.13
420500	0.5225	0.611116	0.0194307	0.117	0.5698	0.671476	0.0246134	0.106	0.5677	0.667376	0.0385604	0.089
420600	0.5431	0.618667	0.0246566	0.108	0.6048	0.68522	0.0235426	0.098	0.5655	0.68918	0.0226999	0.145
420700	0.5432	0.624007	0.0266622	0.112	0.5636	0.682217	0.027884	0.138	0.5559	0.682559	0.0233658	0.134
420800	0.513	0.628019	0.0296094	0.119	0.5693	0.677497	0.0300156	0.11	0.5593	0.686403	0.0294339	0.123
420900	0.5485	0.647512	0.0271095	0.121	0.5601	0.684025	0.0359703	0.129	0.5864	0.665782	0.0293103	0.082
421000	0.5758	0.652514	0.0271229	0.107	0.5802	0.70091	0.0363699	0.131	0.5654	0.677991	0.0353245	0.127
421100	0.5623	0.64694	0.0204415	0.091	0.5527	0.72272	0.0367799	0.173	0.5555	0.673052	0.0410106	0.149
421200	0.536	0.633012	0.0170762	0.118	0.5846	0.714185	0.0366007	0.132	0.5482	0.645606	0.035443	0.137
421300	0.5239	0.641754	0.0201572	0.158	0.5574	0.715412	0.0252658	0.148	0.5461	0.651658	0.0386429	0.124
421400	0.5691	0.639557	0.0198426	0.087	0.5281	0.731149	0.0245941	0.189	0.5014	0.638122	0.0348877	0.164
421500	0.5485	0.626123	0.0185353	0.111	0.5639	0.736292	0.0182264	0.157	0.5441	0.6361	0.0375696	0.113
421600	0.5228	0.627214	0.0184037	0.125	0.5784	0.734168	0.0209478	0.143	0.5198	0.626383	0.0255833	0.133
421700	0.5334	0.630595	0.0174198	0.102	0.5537	0.741049	0.0241021	0.159	0.5258	0.623508	0.0250233	0.115
421800	0.5261	0.635744	0.0188023	0.114	0.5467	0.732026	0.0188967	0.19	0.5663	0.630827	0.0308458	0.088
421900	0.5399	0.638762	0.0285129	0.095	0.5675	0.728601	0.0198192	0.17	0.5523	0.627064	0.0375685	0.087
422000	0.53	0.633692	0.0266541	0.128	0.5706	0.720182	0.0232343	0.14	0.5417	0.659296	0.032975	0.142
422100	0.5204	0.620672	0.0178518	0.118	0.5986	0.72727	0.0230616	0.112	0.5737	0.653595	0.0353927	0.086
422200	0.5008	0.621032	0.0226167	0.153	0.5834	0.724212	0.024173	0.128	0.5635	0.657907	0.0265304	0.11
422300	0.534	0.614339	0.0198691	0.104	0.5564	0.719569	0.0206398	0.181	0.567	0.661132	0.0188419	0.098
422400	0.5275	0.615114	0.0222835	0.111	0.5253	0.712106	0.0292908	0.175	0.581	0.658742	0.0275958	0.075
422500	0.5292	0.615813	0.0183206	0.115	0.5972	0.716084	0.0250937	0.123	0.5346	0.659685	0.024815	0.118
422600	0.5224	0.61389	0.0139827	0.128	0.5586	0.721665	0.0229206	0.157	0.5607	0.649904	0.0195143	0.108
422700	0.5427	0.623695	0.0244344	0.096	0.5674	0.714245	0.0220171	0.162	0.5639	0.655939	0.0234118	0.116
422800	0.5571	0.631998	0.0261591	0.072	0.5826	0.722608	0.0315333	0.157	0.5553	0.652972	0.0158257	0.119
422900	0.5668	0.642436	0.0315343	0.11	0.5527	0.708868	0.0379045	0.157	0.5577	0.657722	0.0201096	0.123
423000	0.5287	0.647078	0.02601	0.138	0.5945	0.713768	0.0378317	0.115	0.5698	0.66382	0.0221084	0.122
423100	0.5342	0.661143	0.0231253	0.158	0.601	0.697884	0.0265688	0.119	0.5239	0.647931	0.0306626	0.129
423200	0.5567	0.662703	0.0198649	0.12	0.5618	0.690942	0.0285912	0.12	0.5414	0.6463	0.0311262	0.129
423300	0.5472	0.66571	0.0244589	0.14	0.5606	0.700069	0.03213	0.135	0.5682	0.65183	0.0261157	0.09
423400	0.5516	0.666316	0.0254524	0.122	0.5966	0.693838	0.0274383	0.107	0.5541	0.646372	0.0286294	0.105
423500	0.5909	0.668785	0.0369035	0.107	0.5548	0.685741	0.0218524	0.114	0.5343	0.637156	0.025919	0.118
423600	0.5275	0.678713	0.035861	0.169	0.5576	0.691028	0.0279159	0.132	0.5262	0.636285	0.0232983	0.143
423700	0.5221	0.644512	0.0309619	0.152	0.5769	0.685184	0.016044	0.106	0.5574	0.63607	0.0245333	0.076
423800	0.5619	0.646381	0.0254553	0.101	0.5635	0.69211	0.023824	0.143	0.5327	0.624806	0.039321	0.114
423900	0.5528	0.642591	0.0163773	0.114	0.5683	0.703221	0.0277247	0.16	0.5288	0.640589	0.0419793	0.158
424000	0.5334	0.640722	0.019229	0.122	0.5432	0.704629	0.0215351	0.145	0.5589	0.639792	0.0382464	0.095
424100	0.5358	0.635574	0.0185086	0.125	0.5416	0.710643	0.0234632	0.198	0.5565	0.653967	0.0315787	0.129
424200	0.5494	0.634087	0.0217894	0.109	0.5567	0.721149	0.0344063	0.157	0.5407	0.648697	0.0362184	0.099
424300	0.5495	0.635568	0.0261496	0.112	0.5677	0.708304	0.0303395	0.139	0.5546	0.648547	0.0425632	0.105
424400	0.5659	0.650634	0.0159996	0.12	0.5777	0.69594	0.0306674	0.133	0.5804	0.669926	0.036547	0.106
424500	0.5583	0.655431	0.01416	0.121	0.5513	0.694142	0.0326154	0.146	0.5645	0.658123	0.0409904	0.112
424600	0.5284	0.649269	0.0123748	0.126	0.5329	0.67897	0.0305412	0.171	0.5922	0.690761	0.0411795	0.121
424700	0.5552	0.650583	0.0137495	0.108	0.5572	0.67103	0.0259203	0.11	0.5566	0.681545	0.0549241	0.128
424800	0.5289	0.654817	0.01747	0.125	0.542	0.647418	0.0406731	0.137	0.5784	0.690124	0.0520081	0.132
424900	0.5382	0.653433	0.0274367	0.144	0.6009	0.651538	0.033755	0.069	0.5852	0.695956	0.0465757	0.109
425000	0.578	0.659674	0.0334505	0.09	0.5423	0.66798	0.0269493	0.148	0.5581	0.693691	0.0441582	0.147
425100	0.5383	0.670907	0.0245489	0.152	0.5507	0.669458	0.023649	0.129	0.5648	0.678424	0.0464297	0.093
425200	0.5482	0.662512	0.0264897	0.122	0.5385	0.657891	0.0266739	0.121	0.5829	0.69324	0.0494867	0.141
425300	0.5568	0.653376	0.0256863	0.135	0.5478	0.65102	0.0151815	0.124	0.5355	0.69757	0.0467798	0.185
425400	0.5513	0.662964	0.0301781	0.125	0.5398	0.648503	0.0166978	0.115	0.5431	0.684189	0.0538158	0.164
425500	0.5562	0.668104	0.0352032	0.113	0.5755	0.649082	0.0204578	0.104	0.5425	0.675188	0.0596455	0.135
425600	0.5353	0.671734	0.027078	0.139	0.5294	0.656065	0.0222125	0.135	0.5812	0.691474	0.05727	0.112
425700	0.5511	0.667137	0.0208664	0.131	0.5309	0.658406	0.020468	0.137	0.5822	0.682931	0.0577226	0.115
425800	0.536	0.667517	0.0208273	0.14	0.5612	0.655184	0.0184142	0.113	0.5652	0.678246	0.0564094	0.116
425900	0.5597	0.657525	0.0306099	0.122	0.5529	0.65894	0.0198924	0.131	0.5764	0.690859	0.0544707	0.113
426000	0.5103	0.655946	0.0442187	0.174	0.5634	0.663027	0.0211963	0.109	0.5661	0.695925	0.0572476	0.135
426100	0.5478	0.656216	0.0438304	0.127	0.561	0.657647	0.0257533	0.106	0.545	0.674239	0.0508928	0.154
426200	0.5359	0.655645	0.0459455	0.118	0.5279	0.646025	0.0334817	0.118	0.5761	0.685421	0.0567001	0.107
426300	0.5643	0.628932	0.0287017	0.087	0.5402	0.652062	0.0384949	0.116	0.5615	0.670682	0.058037	0.129
426400	0.5361	0.63645	0.0319356	0.11	0.5417	0.636348	0.035	0.11	0.58	0.652271	0.0546165	0.103
426500	0.5455	0.635812	0.0319677	0.095	0.5441	0.627342	0.0307752	0.114	0.5447	0.65681	0.063472	0.126
426600	0.5786	0.657098	0.0374871	0.089	0.5593	0.629028	0.0368738	0.103	0.5314	0.673451	0.0659278	0.141
426700	0.5409	0.6578	0.0289989	0.124	0.5299	0.626383	0.0366681	0.119	0.5423	0.650313	0.0524101	0.125
426800	0.5443	0.657063	0.0299977	0.117	0.5639	0.63757	0.0316263	0.097	0.5604	0.646815	0.0378225	0.103
