Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal
5220	0.6799	0.570054	0.989313	0.988727	0.00907968	0.741	0.42141	0.18374	0.6728	0.993465	0.055848	0.0548584	0.028761	0.662	0.00735385	0.099662	0.7409	0.926882	0.668932	0.662442	0.0119012	0.282	0.0818554	0.206096
5230	0.6773	0.577543	0.988066	0.990628	0.00821056	0.752	0.420668	0.167608	0.6273	0.994617	0.045478	0.044851	0.0291183	0.632	0.00555852	0.0698619	0.7257	0.924806	0.656469	0.661982	0.0113399	0.271	0.077586	0.20685
5240	0.6943	0.581328	0.98917	0.985862	0.0101613	0.704	0.420129	0.172073	0.645	0.99328	0.0645333	0.0524368	0.0302728	0.62	0.00609848	0.0644012	0.7457	0.919591	0.655319	0.664431	0.0112664	0.338	0.0757333	0.245346
5250	0.7064	0.570134	0.98685	0.987907	0.00878699	0.677	0.420315	0.175804	0.6322	0.993881	0.0395778	0.0465369	0.0309278	0.63	0.00591326	0.0535307	0.7676	0.922604	0.661214	0.662703	0.00990046	0.401	0.0762845	0.251859
5260	0.7068	0.570178	0.989264	0.988258	0.00677209	0.669	0.419152	0.186764	0.6821	0.993582	0.049697	0.0485301	0.0337757	0.662	0.00604327	0.0528643	0.7645	0.923116	0.659635	0.661786	0.00959807	0.388	0.0753845	0.23786
5270	0.7039	0.585957	0.985763	0.986711	0.00843989	0.712	0.418404	0.177158	0.6375	0.993569	0.0515873	0.0489	0.0320793	0.635	0.00578244	0.0467521	0.745	0.929043	0.664993	0.661936	0.00978724	0.312	0.0752917	0.248295
5280	0.7082	0.581077	0.98722	0.986468	0.00695625	0.686	0.41763	0.175445	0.6143	0.992537	0.0397985	0.0457441	0.0304316	0.631	0.00492092	0.0425975	0.7417	0.927541	0.660144	0.659409	0.00908376	0.283	0.0779001	0.250681
5290	0.7112	0.584716	0.988818	0.987179	0.00748178	0.675	0.415972	0.169358	0.6541	0.997045	0.0364146	0.0428623	0.0314951	0.665	0.00380508	0.0308143	0.7231	0.926939	0.656954	0.65911	0.00920748	0.267	0.0772924	0.250025
5300	0.698	0.591245	0.988104	0.986856	0.00795288	0.746	0.416386	0.208629	0.6971	0.996215	0.0405751	0.0413234	0.0280764	0.676	0.00376934	0.0265965	0.7439	0.925161	0.662464	0.657884	0.00916131	0.322	0.0797002	0.223814
5310	0.6706	0.583418	0.987037	0.984514	0.0119981	0.797	0.413986	0.171271	0.6479	0.996672	0.0514905	0.0490777	0.0248964	0.658	0.00359654	0.0284425	0.7373	0.923311	0.659091	0.657328	0.00827927	0.298	0.0784191	0.205097
5320	0.693	0.598151	0.988477	0.98672	0.0100641	0.74	0.41202	0.138492	0.6625	0.995356	0.0550847	0.0489072	0.028121	0.653	0.00463446	0.0342808	0.7328	0.916254	0.660391	0.657465	0.00934577	0.287	0.0772825	0.164198
5330	0.7081	0.595933	0.98676	0.986885	0.0120999	0.72	0.41097	0.109146	0.6822	0.996114	0.0477341	0.0509554	0.0270349	0.663	0.0036723	0.0266373	0.7272	0.920504	0.65277	0.658751	0.00942144	0.29	0.0786187	0.170742
5340	0.7134	0.595422	0.987375	0.98437	0.0157487	0.705	0.410511	0.108278	0.6581	0.996714	0.0587258	0.0647006	0.0262607	0.626	0.00393637	0.0319889	0.755	0.922817	0.662636	0.661189	0.0112088	0.344	0.076716	0.207143
5350	0.6938	0.588251	0.98209	0.984223	0.0159482	0.707	0.410712	0.114169	0.6439	0.995513	0.0603723	0.0615982	0.0246726	0.63	0.00447598	0.035029	0.7411	0.915306	0.668555	0.6608	0.0105131	0.292	0.0770428	0.179651
5360	0.7076	0.584971	0.983117	0.98393	0.0153443	0.707	0.409451	0.121564	0.6833	0.994887	0.0647761	0.0584144	0.0229235	0.654	0.00536822	0.0430757	0.7423	0.924351	0.661272	0.660431	0.0103969	0.296	0.0780708	0.245555
5370	0.7102	0.589451	0.981494	0.985068	0.0168337	0.702	0.410256	0.146577	0.6732	0.994512	0.0604651	0.0619919	0.0247509	0.645	0.00518223	0.0446919	0.7239	0.91963	0.651507	0.65935	0.0118302	0.251	0.0813826	0.298537
5380	0.7043	0.587819	0.984014	0.982442	0.0157806	0.75	0.409625	0.144848	0.6809	0.994753	0.0522523	0.0572622	0.0299651	0.675	0.00365126	0.0284607	0.7388	0.916719	0.656223	0.659147	0.0144217	0.321	0.0850287	0.392049
5390	0.7125	0.592507	0.984641	0.98344	0.014325	0.694	0.411236	0.175962	0.6736	0.996657	0.0520468	0.0613654	0.0293584	0.651	0.00385905	0.0294349	0.7404	0.915634	0.65053	0.660331	0.0137288	0.327	0.0859377	0.434643
5400	0.7272	0.586223	0.984463	0.980418	0.0159867	0.641	0.411089	0.199996	0.6504	0.997464	0.0569106	0.0587973	0.0328435	0.638	0.00322274	0.0226635	0.755	0.909309	0.677961	0.658103	0.013705	0.345	0.0857784	0.477083
5410	0.7358	0.58976	0.9792	0.981485	0.0131636	0.635	0.41216	0.251468	0.6538	0.998265	0.0571038	0.0582704	0.0314515	0.629	0.00276687	0.0267664	0.7548	0.915193	0.663793	0.657402	0.0127436	0.352	0.0855731	0.46253
5420	0.7112	0.590304	0.981553	0.98338	0.0124923	0.684	0.410535	0.263867	0.6483	0.997152	0.0491848	0.0490546	0.0323794	0.652	0.00296163	0.0289479	0.7547	0.920263	0.653226	0.656457	0.0121001	0.354	0.0820548	0.408194
5430	0.7186	0.587706	0.980781	0.982278	0.0142067	0.689	0.409509	0.275043	0.6645	0.996467	0.0452722	0.0412404	0.0314674	0.644	0.0039941	0.0358122	0.734	0.922442	0.65208	0.656155	0.0119727	0.315	0.0782926	0.333614
5440	0.6979	0.584379	0.985512	0.985177	0.0140274	0.709	0.408043	0.41752	0.6069	0.996622	0.0414216	0.0434253	0.0337164	0.578	0.0043157	0.0416418	0.7134	0.930315	0.639544	0.653741	0.0105515	0.24	0.0748099	0.202933
5450	0.7285	0.59713	0.985799	0.984727	0.0145353	0.663	0.405128	0.350387	0.6456	0.997619	0.0462162	0.0407966	0.0315242	0.641	0.00395757	0.0336889	0.7262	0.922835	0.659249	0.654647	0.0106282	0.28	0.0745514	0.200572
5460	0.7224	0.599853	0.98522	0.988415	0.0121308	0.676	0.405763	0.416003	0.6359	0.995215	0.0319035	0.0366858	0.0281832	0.651	0.00405339	0.0332104	0.7395	0.923926	0.650297	0.655502	0.0116107	0.319	0.0755088	0.165074
5470	0.7117	0.594879	0.988215	0.988571	0.0127518	0.705	0.403071	0.382399	0.6695	0.996974	0.0309735	0.0301223	0.0274398	0.655	0.00388786	0.0302645	0.7332	0.916968	0.662794	0.657329	0.0116518	0.27	0.0731981	0.205338
5480	0.7177	0.594783	0.99129	0.992246	0.00968544	0.682	0.402519	0.406336	0.6668	0.996515	0.0267647	0.0259725	0.0240182	0.67	0.0045271	0.0365968	0.7423	0.933108	0.662074	0.657737	0.0111631	0.295	0.0742351	0.291004
5490	0.7345	0.61708	0.989841	0.9921	0.00984095	0.688	0.398998	0.410703	0.6422	0.996209	0.0316076	0.0302779	0.0265867	0.653	0.0038306	0.0425254	0.7267	0.915825	0.646799	0.656087	0.0121079	0.3	0.075199	0.292354
5500	0.7235	0.601166	0.990764	0.989482	0.013719	0.682	0.397135	0.416417	0.6943	0.996377	0.0219355	0.0295826	0.0280699	0.674	0.00343012	0.0301344	0.7347	0.926296	0.663836	0.657424	0.0116434	0.255	0.0764088	0.363126
5510	0.7481	0.618308	0.989143	0.988871	0.0115781	0.675	0.396337	0.353459	0.6541	0.997059	0.0282486	0.0292295	0.0309803	0.68	0.00476628	0.0448312	0.7286	0.923574	0.659023	0.658286	0.0130713	0.253	0.0758562	0.383176
5520	0.7315	0.614307	0.986349	0.986218	0.0148666	0.684	0.392676	0.315744	0.6476	0.994836	0.032964	0.0329322	0.0331574	0.645	0.00535103	0.0452194	0.7493	0.925826	0.661169	0.660794	0.0141061	0.31	0.0779504	0.415679
5530	0.7259	0.606735	0.98265	0.979617	0.0163155	0.669	0.388805	0.238743	0.6347	0.996779	0.0414248	0.039933	0.0364597	0.634	0.00551002	0.0412303	0.7371	0.916561	0.654956	0.658699	0.014649	0.349	0.0756547	0.441481
5540	0.7299	0.60506	0.985671	0.982112	0.015016	0.694	0.387439	0.206713	0.6803	0.994162	0.0487952	0.0484979	0.0365985	0.661	0.00552554	0.046898	0.737	0.927703	0.656818	0.657227	0.015031	0.289	0.0782739	0.435766
5550	0.7406	0.616992	0.98597	0.985555	0.0131527	0.649	0.384993	0.16767	0.6747	0.994064	0.0629738	0.0548233	0.0372116	0.646	0.00616684	0.0493051	0.7429	0.920783	0.654491	0.656825	0.015883	0.308	0.0800017	0.331156
5560	0.7045	0.61888	0.987931	0.988019	0.0117884	0.756	0.383969	0.185842	0.6477	0.993502	0.0563686	0.0538636	0.0309158	0.657	0.006634	0.0551104	0.7475	0.926829	0.65997	0.653747	0.0170578	0.332	0.0812343	0.495105
5570	0.7219	0.610482	0.989456	0.98664	0.0137426	0.705	0.382584	0.215961	0.6573	0.993313	0.0521008	0.0556867	0.0333642	0.626	0.00654099	0.0519756	0.7369	0.921203	0.651754	0.652683	0.0153372	0.321	0.0815541	0.553238
5580	0.7032	0.622564	0.989091	0.9889	0.00912054	0.778	0.382244	0.159927	0.6219	0.994536	0.0535354	0.0591657	0.0351162	0.614	0.00747828	0.0636642	0.7364	0.910542	0.64985	0.651687	0.0158884	0.363	0.0815651	0.474284
5590	0.7138	0.604742	0.990106	0.989568	0.00873759	0.705	0.382232	0.178387	0.6708	0.993578	0.0606936	0.0591872	0.038275	0.647	0.00796004	0.0568046	0.7518	0.924	0.64848	0.653288	0.0161202	0.363	0.0816359	0.554521
5600	0.7457	0.612789	0.991453	0.988874	0.00906856	0.663	0.380401	0.181341	0.6001	0.991938	0.0522782	0.0519625	0.0374378	0.608	0.00809595	0.0525528	0.7352	0.924687	0.646029	0.652841	0.0164597	0.328	0.0814643	0.478841
5610	0.7514	0.634375	0.991159	0.991488	0.00876308	0.676	0.378923	0.152756	0.6525	0.992733	0.0656676	0.0661432	0.0459706	0.594	0.00706443	0.0538451	0.7377	0.917751	0.64577	0.650815	0.0192498	0.335	0.077362	0.47727
5620	0.7066	0.627679	0.993056	0.991666	0.00952656	0.778	0.375984	0.130553	0.6492	0.991311	0.0591281	0.0551547	0.0467846	0.648	0.00808755	0.0594141	0.7354	0.926549	0.637368	0.648145	0.0220377	0.316	0.077039	0.48947
5630	0.7315	0.619313	0.992027	0.991781	0.00850589	0.68	0.374712	0.124435	0.6522	0.990938	0.05	0.0457628	0.0429868	0.635	0.00894265	0.0718568	0.7366	0.92454	0.645697	0.649122	0.02073	0.317	0.0771599	0.555852
5640	0.721	0.620604	0.989706	0.989503	0.00998984	0.728	0.373626	0.113616	0.6611	0.991091	0.0455587	0.0453817	0.0434304	0.656	0.00910708	0.0651562	0.7338	0.920857	0.633077	0.644358	0.0190137	0.353	0.0724488	0.656471
5650	0.7281	0.631644	0.988889	0.989556	0.0108348	0.709	0.369542	0.133565	0.6807	0.99068	0.0339506	0.0385595	0.0401938	0.657	0.00945975	0.0820431	0.7493	0.934426	0.642429	0.643105	0.0202108	0.364	0.0755027	0.68199
5660	0.7181	0.625802	0.992063	0.991546	0.00990075	0.739	0.366745	0.16439	0.6446	0.990967	0.0523035	0.0441259	0.0448297	0.594	0.011096	0.0991979	0.7503	0.934943	0.65	0.642972	0.0241875	0.381	0.0711053	0.655591
5670	0.729	0.638523	0.993333	0.991052	0.0103194	0.751	0.367036	0.196945	0.6564	0.990839	0.0514045	0.0487295	0.0490166	0.67	0.00978095	0.101384	0.7436	0.925434	0.647401	0.640562	0.0238197	0.342	0.0681441	0.606942
5680	0.7242	0.640891	0.992405	0.991183	0.0117167	0.758	0.365961	0.193753	0.6573	0.988598	0.0447293	0.0424701	0.0463719	0.629	0.0103666	0.109347	0.7296	0.925	0.637647	0.63817	0.0239282	0.329	0.0663195	0.704531
5690	0.7295	0.646912	0.992469	0.990595	0.0107773	0.78	0.362927	0.203146	0.6569	0.990615	0.0371429	0.0464011	0.0445405	0.644	0.0100094	0.101257	0.7319	0.939748	0.635432	0.637219	0.0230497	0.311	0.0656366	0.583985
5700	0.7158	0.641911	0.985581	0.988424	0.0126156	0.782	0.361241	0.178292	0.6483	0.992101	0.0553134	0.054568	0.0476136	0.63	0.00882257	0.0877826	0.7198	0.923273	0.642621	0.636636	0.022035	0.269	0.0637209	0.68162
5710	0.7347	0.634868	0.987633	0.983066	0.0131157	0.703	0.361268	0.259102	0.6345	0.991071	0.0625	0.062738	0.0496991	0.616	0.00864988	0.0924569	0.7188	0.939847	0.640731	0.636647	0.0231058	0.264	0.0640533	0.618069
5720	0.7445	0.646993	0.989123	0.986116	0.0127836	0.708	0.359093	0.26574	0.6148	0.990682	0.0486216	0.0594551	0.047046	0.61	0.00929516	0.106443	0.73	0.931419	0.645312	0.639025	0.0234752	0.307	0.064863	0.669733
5730	0.7375	0.643879	0.986813	0.988449	0.0119025	0.733	0.35709	0.330546	0.6132	0.990604	0.0564356	0.052532	0.0442505	0.617	0.00840442	0.095865	0.7249	0.935034	0.637394	0.634631	0.0225417	0.305	0.0659709	0.688673
5740	0.7366	0.650135	0.982692	0.983428	0.0121951	0.743	0.354571	0.381778	0.6242	0.992659	0.0405685	0.0423973	0.0422452	0.592	0.00802174	0.106619	0.7287	0.928387	0.638986	0.633779	0.0224007	0.29	0.0661488	0.650879
5750	0.7497	0.649641	0.979868	0.983192	0.0122604	0.704	0.351899	0.396453	0.6575	0.991258	0.0321839	0.0363321	0.0389187	0.665	0.00751724	0.0989013	0.7047	0.937786	0.621951	0.63465	0.0202006	0.254	0.0612759	0.735463
5760	0.7545	0.657326	0.984512	0.987514	0.0106577	0.69	0.34996	0.44173	0.633	0.992084	0.0496063	0.0478416	0.0401322	0.644	0.00711026	0.077456	0.7305	0.944523	0.646025	0.633401	0.0186453	0.269	0.0582841	0.672014
5770	0.7531	0.64746	0.987138	0.99032	0.010121	0.684	0.352813	0.393559	0.6854	0.994667	0.0430769	0.036573	0.0383368	0.656	0.00691042	0.0801142	0.7096	0.945082	0.633598	0.634669	0.0173501	0.243	0.0552612	0.71514
5780	0.7694	0.648837	0.988451	0.98943	0.011124	0.651	0.350296	0.376218	0.6612	0.994154	0.0428571	0.0368193	0.0356711	0.651	0.00638193	0.0754036	0.7024	0.946429	0.631959	0.6354	0.0175272	0.213	0.056835	0.735195
5790	0.7522	0.653201	0.986532	0.991367	0.00926521	0.701	0.345622	0.439156	0.6788	0.994153	0.0471471	0.048062	0.0385248	0.681	0.00624841	0.0661298	0.7136	0.943636	0.648718	0.636198	0.0183947	0.203	0.0505454	0.771572
5800	0.7543	0.658228	0.990657	0.988032	0.0123395	0.702	0.339042	0.442956	0.7073	0.993983	0.044702	0.0422911	0.0361563	0.685	0.00626325	0.0661083	0.7127	0.947391	0.642597	0.636199	0.0193068	0.238	0.0504814	0.723495
5810	0.7432	0.659597	0.987451	0.989554	0.00980084	0.747	0.33624	0.446062	0.6734	0.993797	0.0486726	0.0469655	0.039413	0.68	0.00599237	0.0710795	0.7018	0.951887	0.634518	0.638591	0.0197391	0.19	0.0444031	0.614655
5820	0.7324	0.660948	0.987215	0.989161	0.010771	0.761	0.33093	0.345844	0.6616	0.994325	0.0382184	0.0369327	0.0348013	0.65	0.00640828	0.0797477	0.7155	0.95679	0.638045	0.638849	0.018009	0.216	0.0427145	0.545129
5830	0.7345	0.665776	0.986916	0.988808	0.01092	0.794	0.328499	0.371978	0.6559	0.994281	0.0356941	0.0344278	0.0363004	0.644	0.00633979	0.0776346	0.7187	0.953962	0.633878	0.640553	0.0163169	0.26	0.0416466	0.522476
5840	0.7422	0.673631	0.992558	0.989792	0.0128846	0.781	0.325911	0.38016	0.6669	0.994697	0.0305882	0.0327825	0.0317477	0.641	0.00564885	0.0768906	0.746	0.959063	0.645735	0.640942	0.0167378	0.33	0.0397353	0.46713
5850	0.751	0.669292	0.994821	0.994334	0.00908932	0.771	0.324783	0.429967	0.6507	0.993634	0.0303371	0.0286539	0.0284406	0.645	0.00518244	0.072605	0.7622	0.962881	0.648826	0.641993	0.0187092	0.336	0.036941	0.38326
5860	0.743	0.674936	0.992991	0.994345	0.00967735	0.803	0.321084	0.302907	0.6716	0.995639	0.0283582	0.0298837	0.0231234	0.689	0.00512715	0.0710635	0.7302	0.958868	0.647755	0.640318	0.016872	0.248	0.0396884	0.417151
5870	0.7369	0.669357	0.995652	0.995613	0.00832473	0.81	0.322299	0.353889	0.6453	0.992668	0.0250696	0.0271086	0.0224597	0.638	0.00665272	0.0996264	0.7309	0.957762	0.643983	0.645364	0.014687	0.263	0.0373981	0.373715
5880	0.7374	0.677928	0.992593	0.991727	0.0124604	0.802	0.321492	0.289259	0.6589	0.990229	0.0298551	0.0293035	0.0243043	0.654	0.00918302	0.124324	0.7482	0.973437	0.642206	0.642445	0.0156822	0.329	0.033848	0.210105
5890	0.7517	0.67987	0.992174	0.991053	0.0128192	0.769	0.320178	0.277955	0.6912	0.992128	0.033758	0.0308223	0.0230748	0.668	0.00900289	0.145524	0.7224	0.963139	0.631543	0.640925	0.0169857	0.25	0.03267	0.172597
5900	0.7568	0.673684	0.994595	0.994229	0.00975076	0.729	0.318543	0.30315	0.6948	0.991751	0.0307443	0.0362182	0.0235734	0.668	0.00784946	0.124806	0.7141	0.967839	0.651061	0.644845	0.0177622	0.215	0.0333216	0.182056
5910	0.7654	0.681806	0.992565	0.99318	0.0115833	0.714	0.318326	0.356474	0.6571	0.992427	0.0424929	0.0371928	0.029081	0.636	0.00727618	0.120107	0.7293	0.965169	0.643383	0.644008	0.0175946	0.258	0.0319035	0.202088
5920	0.776	0.680488	0.99571	0.996363	0.00791334	0.709	0.31703	0.285152	0.6362	0.993142	0.036193	0.0364731	0.0281513	0.638	0.00727935	0.120874	0.7251	0.970196	0.641208	0.642039	0.0186501	0.27	0.0310165	0.192753
5930	0.7604	0.678543	0.994595	0.993606	0.00959645	0.726	0.315521	0.268385	0.6657	0.991463	0.0444767	0.0424635	0.0302412	0.685	0.00847333	0.167689	0.7328	0.973188	0.64116	0.640362	0.0190011	0.277	0.0300856	0.195461
5940	0.7636	0.686649	0.993227	0.993048	0.0106827	0.747	0.310957	0.311798	0.6356	0.988283	0.0527851	0.0485081	0.0322871	0.645	0.00927032	0.210188	0.7491	0.967834	0.64898	0.641028	0.0197057	0.339	0.0274341	0.161706
5950	0.7599	0.68428	0.995473	0.993176	0.0101878	0.768	0.308394	0.285455	0.6448	0.990735	0.0657754	0.0623846	0.040763	0.618	0.00810914	0.180895	0.7138	0.969264	0.637061	0.642986	0.0189889	0.257	0.0259675	0.174534
5960	0.7705	0.69422	0.992188	0.99339	0.0109948	0.739	0.306653	0.252139	0.6473	0.994061	0.0742706	0.0670879	0.0421828	0.628	0.00545885	0.124196	0.7387	0.975089	0.646314	0.642494	0.0192304	0.281	0.0255847	0.1702
5970	0.7745	0.699866	0.996032	0.994307	0.0119757	0.777	0.307231	0.184379	0.6467	0.996795	0.0656915	0.0608184	0.0400519	0.626	0.00474133	0.0946259	0.7356	0.976897	0.637042	0.642808	0.0188771	0.299	0.0257441	0.161495
5980	0.7667	0.694071	0.995436	0.993423	0.0133804	0.773	0.30721	0.206303	0.6398	0.994652	0.0681462	0.0706814	0.0405669	0.611	0.00609166	0.13851	0.7193	0.969796	0.638013	0.644005	0.0184863	0.247	0.0249397	0.209847
5990	0.7654	0.702679	0.993056	0.993686	0.0122024	0.793	0.304145	0.200929	0.6305	0.994205	0.0757576	0.067191	0.0414283	0.612	0.0048558	0.0867807	0.7212	0.975314	0.641393	0.641627	0.0197959	0.261	0.0242215	0.196365
6000	0.77	0.691655	0.996498	0.996787	0.00669852	0.751	0.304216	0.234192	0.683	0.996833	0.0655786	0.0707093	0.0416103	0.65	0.00322754	0.0625363	0.7361	0.972459	0.632374	0.640889	0.0204885	0.297	0.0262245	0.178356
6010	0.7651	0.691711	0.9975	0.99647	0.00606737	0.754	0.301564	0.202328	0.6032	0.994783	0.0734118	0.0768517	0.044126	0.587	0.00306259	0.0534247	0.7286	0.975556	0.63726	0.638281	0.0208416	0.282	0.0262355	0.231305
6020	0.7677	0.695669	0.998319	0.997035	0.00577151	0.769	0.301269	0.143667	0.6868	0.995758	0.0870588	0.0833512	0.0518522	0.657	0.00335415	0.051222	0.7264	0.979623	0.635102	0.638693	0.0198973	0.274	0.0264974	0.263672
6030	0.7881	0.710867	0.993773	0.993951	0.0108267	0.723	0.299392	0.145065	0.6577	0.997134	0.0846774	0.0906459	0.0501509	0.63	0.00258306	0.0415891	0.7358	0.969492	0.638014	0.638374	0.0212256	0.328	0.0271101	0.214559
6040	0.7765	0.697954	0.992135	0.991513	0.0128982	0.711	0.299082	0.163653	0.6391	0.999013	0.0808673	0.0834263	0.0500839	0.597	0.00151685	0.0176689	0.7455	0.970552	0.636647	0.635004	0.019307	0.341	0.0301181	0.222498
6050	0.7796	0.701231	0.992565	0.99206	0.0114296	0.749	0.297913	0.160685	0.693	0.998492	0.0919881	0.0873316	0.0503416	0.647	0.00148013	0.020314	0.7531	0.973653	0.642492	0.634424	0.0186302	0.366	0.0294433	0.180751
6060	0.7638	0.698327	0.991928	0.990195	0.012932	0.797	0.296211	0.142304	0.6798	0.997692	0.0894286	0.0872992	0.0480157	0.637	0.00264374	0.0524746	0.7454	0.968249	0.632127	0.63517	0.0182824	0.325	0.0281734	0.153319
6070	0.7569	0.706683	0.990395	0.990472	0.0115898	0.803	0.295608	0.174239	0.6844	0.997713	0.0869186	0.0885163	0.0443072	0.613	0.00397505	0.0751212	0.7147	0.972619	0.627807	0.633747	0.0184791	0.26	0.027314	0.190239
6080	0.752	0.696806	0.993548	0.992079	0.0104079	0.815	0.296218	0.181619	0.6646	0.99532	0.0740947	0.0751331	0.0440094	0.636	0.00384752	0.0568153	0.7431	0.976568	0.641607	0.633638	0.0186569	0.311	0.0257935	0.200509
6090	0.7726	0.70929	0.990667	0.990665	0.0129278	0.759	0.296338	0.184339	0.6743	0.996918	0.0777778	0.0766897	0.0421999	0.641	0.00310609	0.0426301	0.7451	0.969579	0.644718	0.630135	0.0179626	0.312	0.0265016	0.224708
6100	0.7687	0.704021	0.986463	0.98583	0.0140623	0.786	0.294997	0.164122	0.6629	0.997799	0.0777473	0.0755414	0.0440391	0.617	0.00248519	0.0345684	0.7395	0.974837	0.635735	0.629477	0.0193011	0.308	0.0258404	0.193443
6110	0.7746	0.716709	0.984722	0.983439	0.0158576	0.765	0.292399	0.162821	0.6664	0.998602	0.0654494	0.0689599	0.0488816	0.645	0.00247662	0.0321531	0.7263	0.975277	0.633745	0.633024	0.0209617	0.254	0.022582	0.213775
6120	0.7694	0.703014	0.983122	0.984573	0.0144786	0.757	0.293308	0.184378	0.6281	0.997025	0.063038	0.071004	0.0501809	0.612	0.00297102	0.03883	0.7157	0.980889	0.63871	0.636106	0.0201367	0.227	0.0216335	0.235523
6130	0.7664	0.700259	0.990351	0.987692	0.0143372	0.762	0.291257	0.184196	0.6596	0.99511	0.0784153	0.0775669	0.0582058	0.621	0.00330782	0.0477754	0.7218	0.976471	0.626648	0.635187	0.0204671	0.285	0.0222003	0.25076
6140	0.776	0.709711	0.988235	0.987533	0.0145949	0.765	0.289798	0.219133	0.6283	0.996013	0.0721106	0.0801661	0.0549705	0.573	0.0039347	0.0549973	0.7384	0.975478	0.629883	0.633226	0.0188743	0.31	0.0242513	0.24512
6150	0.766	0.708511	0.994527	0.992435	0.0112899	0.805	0.289809	0.224107	0.6256	0.996141	0.0789604	0.0794146	0.0579301	0.637	0.00400829	0.0532918	0.7538	0.976786	0.640964	0.636304	0.0171701	0.32	0.0242765	0.215299
6160	0.7691	0.707898	0.992558	0.992089	0.0128042	0.792	0.286989	0.22001	0.6418	0.996254	0.0779793	0.0761593	0.0617824	0.661	0.00325726	0.0415176	0.7605	0.97633	0.630449	0.634479	0.0179936	0.373	0.0258281	0.236402
6170	0.7521	0.710259	0.985526	0.987711	0.0152876	0.834	0.286942	0.24853	0.6644	0.996703	0.0812672	0.0818668	0.0590061	0.641	0.0038596	0.0473767	0.7423	0.976235	0.630178	0.633918	0.0183	0.321	0.0239317	0.199148
6180	0.7724	0.718023	0.988557	0.987626	0.0145995	0.805	0.282709	0.247437	0.6704	0.995652	0.0820225	0.0771663	0.0602716	0.657	0.00500146	0.0642888	0.7608	0.976571	0.644615	0.633207	0.0171137	0.345	0.0236635	0.204024
6190	0.7817	0.72268	0.986161	0.986806	0.0134519	0.783	0.281963	0.279973	0.6436	0.997227	0.0834625	0.0905203	0.0577983	0.634	0.00416329	0.0427676	0.7441	0.973955	0.640348	0.634714	0.017036	0.315	0.0232136	0.218205
6200	0.7929	0.723004	0.990805	0.98778	0.0118825	0.741	0.282202	0.317436	0.7054	0.992773	0.100311	0.0986052	0.051251	0.685	0.00492855	0.0563844	0.7544	0.97574	0.64139	0.635027	0.0170814	0.319	0.0227514	0.236262
6210	0.763	0.724122	0.990411	0.990039	0.0105429	0.856	0.279984	0.318146	0.6706	0.995156	0.0936111	0.0956737	0.0533064	0.655	0.00567833	0.064846	0.7331	0.979487	0.640578	0.633469	0.0186956	0.255	0.023557	0.227181
6220	0.7719	0.725904	0.996471	0.993187	0.00893937	0.825	0.276078	0.306284	0.6663	0.993482	0.11159	0.110772	0.0453418	0.639	0.00588882	0.0725318	0.7508	0.978386	0.629862	0.635381	0.0198984	0.344	0.0248035	0.25449
6230	0.7757	0.724381	0.991667	0.990619	0.00950281	0.82	0.273723	0.307015	0.6347	0.993434	0.109852	0.111619	0.0465363	0.604	0.00598375	0.074055	0.7231	0.970866	0.63874	0.634915	0.0193561	0.249	0.0246379	0.241798
6240	0.7799	0.726356	0.985024	0.989317	0.0093297	0.795	0.275631	0.33953	0.6423	0.994545	0.102785	0.101032	0.0530626	0.596	0.0067511	0.093481	0.7157	0.9749	0.628838	0.635047	0.0184395	0.259	0.0233776	0.288384
6250	0.7787	0.730135	0.98984	0.990957	0.0102621	0.811	0.271238	0.272998	0.6801	0.992934	0.0965616	0.101049	0.0530505	0.644	0.0067221	0.0730392	0.7213	0.975954	0.630894	0.634476	0.0193617	0.267	0.0211121	0.236923
6260	0.7917	0.730157	0.993162	0.992254	0.0101642	0.743	0.272089	0.353983	0.6289	0.993333	0.08225	0.0874977	0.0552663	0.596	0.00584911	0.0578151	0.731	0.974216	0.6331	0.632706	0.0227217	0.297	0.0219587	0.210066
6270	0.7923	0.737834	0.991163	0.991281	0.00991059	0.778	0.269994	0.289476	0.6326	0.993098	0.105172	0.0999813	0.051995	0.592	0.00518795	0.0544894	0.7649	0.974545	0.633659	0.634791	0.0240283	0.396	0.0205889	0.224618
6280	0.7945	0.736869	0.990749	0.989691	0.0101769	0.774	0.266399	0.250017	0.6553	0.990865	0.0984043	0.099997	0.0543913	0.626	0.00572609	0.0710336	0.7728	0.974619	0.641584	0.633088	0.0250222	0.387	0.0202822	0.1855
6290	0.7966	0.733511	0.987903	0.989621	0.01186	0.77	0.266523	0.263226	0.636	0.993167	0.10025	0.0916922	0.0556439	0.63	0.00428827	0.0601849	0.771	0.978934	0.635809	0.633173	0.0244769	0.394	0.0191887	0.205665
6300	0.8117	0.742222	0.990357	0.988407	0.0115716	0.735	0.265039	0.240067	0.6634	0.995556	0.0978378	0.0959355	0.0514182	0.633	0.00345129	0.0495116	0.7665	0.980469	0.633117	0.630665	0.0260137	0.391	0.0201657	0.222749
