Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal
6310	0.7979	0.743806	0.993088	0.99469	0.00750936	0.798	0.264134	0.315013	0.6623	0.995246	0.0929539	0.0963613	0.0534137	0.636	0.00417459	0.0581042	0.7681	0.979135	0.631466	0.631793	0.0259248	0.373	0.0189348	0.239728
6320	0.7898	0.730491	0.99292	0.992682	0.0105177	0.782	0.265979	0.285558	0.6377	0.9965	0.0995	0.10273	0.0503625	0.628	0.00353563	0.0507414	0.7414	0.985093	0.625664	0.62817	0.0288952	0.313	0.0183715	0.22161
6330	0.7985	0.723724	0.995636	0.992313	0.0105867	0.72	0.269093	0.285438	0.639	0.997487	0.10794	0.101489	0.0534438	0.607	0.00342957	0.0525728	0.7158	0.974525	0.623474	0.622519	0.0259348	0.268	0.0221308	0.239078
6340	0.7792	0.72619	0.988614	0.987767	0.0171667	0.789	0.271275	0.30223	0.6561	0.996	0.0896	0.103147	0.0514458	0.624	0.0035164	0.0429032	0.7105	0.975918	0.624371	0.621905	0.0270104	0.254	0.0233248	0.248224
6350	0.7841	0.73262	0.982524	0.984393	0.0207186	0.798	0.268755	0.323341	0.6539	0.995955	0.100524	0.0966988	0.0574253	0.619	0.0031972	0.0279146	0.7148	0.980156	0.623015	0.621664	0.0318205	0.252	0.0201542	0.222322
6360	0.7943	0.746038	0.981463	0.985243	0.0179907	0.805	0.265397	0.354407	0.6246	0.996108	0.0877751	0.0885757	0.0588265	0.594	0.0036506	0.036438	0.7279	0.976871	0.624221	0.624604	0.0342781	0.292	0.0198311	0.237516
6370	0.7816	0.738246	0.980447	0.981962	0.0219814	0.816	0.261836	0.346058	0.6714	0.996749	0.0776836	0.0731106	0.0609648	0.678	0.00321448	0.0307088	0.7447	0.982609	0.631711	0.627873	0.0309592	0.311	0.0202602	0.253939
6380	0.7957	0.744898	0.980093	0.981012	0.0208664	0.779	0.262136	0.29169	0.6896	0.997015	0.0654545	0.0657089	0.0577656	0.659	0.00356253	0.0330169	0.7326	0.972727	0.631152	0.630062	0.029338	0.299	0.0198623	0.237312
6390	0.7929	0.738144	0.982589	0.97911	0.0217806	0.777	0.260092	0.308165	0.647	0.99695	0.0687003	0.0658603	0.0568722	0.628	0.0032042	0.0246416	0.728	0.981208	0.620513	0.628379	0.0286768	0.295	0.0205554	0.253126
6400	0.7737	0.733931	0.977914	0.980799	0.0183093	0.833	0.259624	0.412526	0.7034	0.997525	0.0578275	0.0593675	0.0592644	0.678	0.00241408	0.0166936	0.7239	0.981061	0.631658	0.624102	0.0308993	0.268	0.0199278	0.249335
6410	0.796	0.740956	0.984513	0.987604	0.0145643	0.768	0.258863	0.443816	0.6438	0.997267	0.0621693	0.0606324	0.0606069	0.596	0.00243759	0.0201852	0.703	0.977209	0.627898	0.626925	0.0311551	0.211	0.0197182	0.264736
6420	0.8062	0.74057	0.990114	0.989255	0.0104456	0.756	0.259186	0.486748	0.658	0.996244	0.0592798	0.0573546	0.0577844	0.636	0.00346761	0.0323634	0.6971	0.982143	0.639543	0.636781	0.0310772	0.185	0.0170421	0.230101
6430	0.7907	0.748117	0.988701	0.988619	0.00978797	0.827	0.258896	0.449705	0.6271	0.996517	0.065995	0.0715846	0.0608214	0.6	0.00397922	0.0362745	0.7025	0.981818	0.633541	0.634752	0.029282	0.199	0.0149056	0.196787
6440	0.7887	0.7477	0.983333	0.986745	0.011316	0.824	0.255968	0.37868	0.6517	0.994945	0.059673	0.0536214	0.0579602	0.656	0.00505127	0.0547348	0.7176	0.98547	0.63577	0.634093	0.0290582	0.248	0.0158195	0.219108
6450	0.795	0.756438	0.984615	0.985701	0.0117238	0.848	0.253866	0.449208	0.6256	0.993607	0.05	0.049414	0.0542431	0.619	0.00585417	0.0856531	0.7504	0.983481	0.630862	0.636886	0.0263681	0.312	0.0143834	0.212002
6460	0.794	0.755329	0.989697	0.988703	0.0112812	0.844	0.248133	0.549485	0.6582	0.995504	0.0453521	0.037578	0.0504884	0.635	0.00399703	0.0410715	0.7442	0.988852	0.636835	0.638929	0.0278647	0.281	0.012729	0.219009
6470	0.7994	0.756463	0.995	0.992947	0.00930835	0.831	0.243704	0.488099	0.6599	0.996445	0.0430595	0.0424929	0.0506772	0.65	0.00309518	0.0287965	0.7209	0.985081	0.633777	0.6389	0.0287812	0.257	0.0103812	0.188121
6480	0.7997	0.755147	0.997283	0.996063	0.00677333	0.837	0.241071	0.451717	0.6557	0.996904	0.0330508	0.0394336	0.0472842	0.645	0.00360286	0.0315411	0.7163	0.990987	0.632855	0.637344	0.0308163	0.245	0.0117473	0.227773
6490	0.7936	0.757092	0.994156	0.994773	0.00770281	0.853	0.23869	0.39592	0.6646	0.99633	0.0375723	0.0433016	0.0507828	0.654	0.00314562	0.0270061	0.7284	0.989024	0.643369	0.635909	0.0307621	0.24	0.0127554	0.231585
6500	0.7879	0.760182	0.989256	0.992426	0.00995656	0.891	0.235386	0.384095	0.6355	0.99611	0.0545692	0.0474507	0.0501741	0.589	0.0028012	0.0202514	0.7324	0.987273	0.635724	0.634177	0.0301216	0.287	0.0115847	0.217419
6510	0.8016	0.7625	0.995238	0.992396	0.00868435	0.829	0.233087	0.402249	0.6468	0.99632	0.0642667	0.068078	0.058195	0.601	0.00338279	0.0389484	0.7379	0.987138	0.625399	0.633679	0.0306398	0.333	0.0102968	0.198952
6520	0.8021	0.764234	0.995122	0.994135	0.00755927	0.852	0.228281	0.380515	0.6738	0.994453	0.0809117	0.0727763	0.0583164	0.645	0.00346871	0.0386865	0.7503	0.989535	0.624848	0.627545	0.0278523	0.338	0.00987859	0.177967
6530	0.8205	0.780812	0.993048	0.991991	0.00828683	0.814	0.226091	0.342178	0.6419	0.99623	0.0876923	0.0871148	0.0540079	0.596	0.00367682	0.0378097	0.7205	0.989615	0.625946	0.627728	0.0265555	0.309	0.0100964	0.171005
6540	0.8092	0.756477	0.987719	0.989742	0.00965917	0.761	0.223659	0.317255	0.7198	0.996547	0.0891803	0.0821771	0.0577906	0.685	0.00501182	0.0571377	0.7389	0.986452	0.627681	0.622673	0.0260145	0.312	0.0111271	0.172668
6550	0.8445	0.770896	0.993939	0.991534	0.0099779	0.661	0.221386	0.292024	0.6454	0.995292	0.0841146	0.0850006	0.0566603	0.597	0.00501593	0.0542944	0.7223	0.991549	0.615503	0.619508	0.0262227	0.291	0.0107559	0.168525
6560	0.8448	0.777584	0.992332	0.993225	0.0105652	0.717	0.217787	0.270904	0.7008	0.993501	0.0873065	0.0835127	0.0556787	0.653	0.00519982	0.0555403	0.7308	0.989527	0.622017	0.619804	0.0276526	0.286	0.010975	0.131529
6570	0.8352	0.783884	0.995062	0.994975	0.00951816	0.751	0.219017	0.287411	0.6479	0.992508	0.0997409	0.0849655	0.0508207	0.625	0.00559893	0.0611086	0.738	0.988889	0.622628	0.621569	0.02577	0.3	0.0132384	0.156612
6580	0.8228	0.782244	0.996825	0.996046	0.00933946	0.812	0.216959	0.265856	0.6484	0.994543	0.0763926	0.0767394	0.0556874	0.605	0.00439608	0.0465773	0.7341	0.987869	0.622734	0.620654	0.0250538	0.31	0.0124833	0.16565
6590	0.8179	0.775062	0.995876	0.993581	0.0113718	0.808	0.218082	0.271759	0.6307	0.996007	0.0804511	0.0802788	0.0499018	0.6	0.00372613	0.0373759	0.7324	0.987625	0.623538	0.621253	0.0283795	0.29	0.014616	0.145837
6600	0.8298	0.783995	0.993151	0.992233	0.0129317	0.785	0.216667	0.280409	0.6588	0.9952	0.0981333	0.0860255	0.047962	0.612	0.00386962	0.0287161	0.7131	0.982927	0.625066	0.626212	0.0257305	0.235	0.0141575	0.127702
6610	0.8298	0.787231	0.990909	0.994547	0.00958224	0.825	0.213122	0.327986	0.638	0.995447	0.067013	0.0669671	0.054725	0.606	0.00429132	0.0302887	0.69	0.986486	0.622699	0.626794	0.0250032	0.183	0.0154731	0.14922
6620	0.8249	0.785627	0.996774	0.996528	0.00578676	0.795	0.21237	0.312214	0.6272	0.994613	0.0896552	0.0873231	0.0483674	0.598	0.00451666	0.0293298	0.7064	0.988511	0.619739	0.62144	0.0281105	0.253	0.015837	0.158232
6630	0.8166	0.782521	0.996855	0.996728	0.00409129	0.823	0.210796	0.298785	0.6689	0.994127	0.0728045	0.0730519	0.0553808	0.618	0.00492892	0.0335286	0.6961	0.980645	0.617241	0.617472	0.0295	0.214	0.0173979	0.203487
6640	0.8178	0.789419	0.992143	0.991904	0.0121832	0.836	0.211426	0.340413	0.6661	0.995597	0.0903846	0.0884254	0.0497429	0.611	0.00473168	0.0363861	0.6936	0.980569	0.616857	0.617072	0.0290629	0.214	0.017095	0.234412
6650	0.8377	0.784543	0.992188	0.990336	0.0130366	0.748	0.212164	0.328515	0.658	0.995103	0.0765668	0.0755877	0.0508041	0.617	0.00501689	0.0458707	0.6932	0.984314	0.618593	0.619784	0.0273239	0.207	0.0162184	0.24968
6660	0.8281	0.786094	0.987081	0.98728	0.0147829	0.793	0.211895	0.35503	0.6452	0.99472	0.0626667	0.0680807	0.0507851	0.648	0.00437872	0.0355642	0.7029	0.983486	0.62468	0.621034	0.0244822	0.239	0.0141657	0.202912
6670	0.8392	0.793054	0.987764	0.989647	0.0132104	0.765	0.209095	0.325035	0.6587	0.995794	0.0541899	0.0512978	0.0437246	0.663	0.00506919	0.0443917	0.7223	0.988214	0.618889	0.625798	0.020727	0.27	0.0160326	0.278818
6680	0.8411	0.791842	0.997083	0.996332	0.00722124	0.774	0.20624	0.268852	0.6687	0.994954	0.0520231	0.0454901	0.0387855	0.652	0.0044286	0.0335943	0.7498	0.983832	0.632432	0.62749	0.0208507	0.341	0.0167759	0.286184
6690	0.8346	0.789911	0.995853	0.996345	0.00702248	0.763	0.205382	0.298879	0.6744	0.995921	0.0446746	0.049032	0.0409137	0.662	0.00392367	0.0295741	0.7385	0.984615	0.62689	0.627133	0.0212343	0.312	0.0129907	0.23576
6700	0.8375	0.793758	0.997209	0.995047	0.00728217	0.779	0.204285	0.281895	0.6323	0.996098	0.0511688	0.0549059	0.0403577	0.617	0.00419257	0.0266731	0.7405	0.98535	0.628426	0.626795	0.0256035	0.324	0.015408	0.266192
6710	0.8396	0.797972	0.995261	0.996225	0.00661478	0.788	0.206057	0.278708	0.6681	0.995538	0.06	0.0625349	0.0433218	0.672	0.00429218	0.0297046	0.7285	0.9875	0.631731	0.623629	0.0265215	0.268	0.0158965	0.284468
6720	0.8292	0.788571	0.996923	0.994987	0.00830334	0.801	0.207888	0.272309	0.6553	0.996069	0.0598901	0.0677726	0.0423309	0.644	0.00424637	0.0340492	0.7272	0.984228	0.618091	0.623295	0.0247426	0.286	0.0157921	0.281678
6730	0.8351	0.790805	0.994931	0.99128	0.00941111	0.774	0.211223	0.285596	0.7044	0.994891	0.0726984	0.0716706	0.0438702	0.677	0.00451269	0.0314748	0.7162	0.981319	0.616644	0.622632	0.020446	0.274	0.0156886	0.311991
6740	0.8208	0.788452	0.990625	0.991277	0.00980146	0.842	0.210999	0.336771	0.6242	0.995341	0.0651629	0.06712	0.0398995	0.606	0.00499682	0.0382258	0.7273	0.98913	0.627486	0.622732	0.0234606	0.275	0.0148867	0.257944
6750	0.8373	0.796569	0.987793	0.990034	0.0117043	0.777	0.206493	0.33166	0.7048	0.995335	0.0700637	0.0721355	0.0416385	0.706	0.00567462	0.0336768	0.7156	0.983203	0.623522	0.623806	0.0212131	0.259	0.0130525	0.272638
6760	0.8332	0.792346	0.993596	0.992271	0.0103914	0.79	0.205727	0.310483	0.6785	0.994992	0.0668622	0.0647471	0.0429758	0.661	0.00645637	0.0370918	0.6882	0.986667	0.615901	0.619637	0.0275544	0.204	0.0151062	0.326587
6770	0.8357	0.803265	0.990751	0.989758	0.012131	0.826	0.201917	0.287585	0.6364	0.991843	0.073385	0.0723621	0.0454534	0.626	0.00698546	0.0405755	0.6832	0.988587	0.614338	0.61552	0.0259923	0.17	0.0146944	0.320289
6780	0.8465	0.804421	0.98658	0.98709	0.011723	0.751	0.19842	0.229495	0.6511	0.992405	0.0649457	0.0704897	0.0461338	0.653	0.00730485	0.0380808	0.6701	0.984615	0.623103	0.617002	0.0255292	0.142	0.0140804	0.301608
6790	0.8493	0.80332	0.989474	0.987745	0.0142533	0.734	0.196142	0.239668	0.6694	0.990447	0.0757835	0.0780706	0.0451043	0.641	0.00753259	0.0421838	0.6902	0.984358	0.626066	0.616724	0.0263479	0.184	0.0155831	0.311495
6800	0.8446	0.807858	0.981991	0.981563	0.0156623	0.801	0.196212	0.198662	0.665	0.993769	0.075419	0.0722932	0.0445465	0.627	0.00689795	0.038418	0.6859	0.984737	0.615802	0.617333	0.0258523	0.195	0.0164776	0.356517
6810	0.843	0.80155	0.984956	0.983831	0.0139372	0.766	0.196284	0.204842	0.6376	0.993575	0.0877863	0.0861246	0.0495893	0.637	0.00811083	0.0633293	0.7222	0.985461	0.618802	0.616264	0.0281957	0.275	0.0151567	0.310478
6820	0.8526	0.812987	0.985217	0.987296	0.0132474	0.781	0.194193	0.243879	0.654	0.993248	0.0957672	0.0952281	0.0504611	0.606	0.00853256	0.0634163	0.7021	0.983568	0.625921	0.610795	0.0303199	0.24	0.0156762	0.26577
6830	0.8403	0.804337	0.990674	0.991411	0.0115143	0.802	0.194111	0.227039	0.6768	0.992769	0.09	0.0967344	0.048634	0.647	0.0081615	0.0642424	0.7266	0.982911	0.608187	0.614593	0.0263778	0.325	0.0176112	0.2619
6840	0.8447	0.802699	0.991892	0.990063	0.0103487	0.758	0.194547	0.205756	0.6535	0.991721	0.110937	0.120558	0.0366818	0.611	0.00642297	0.0480673	0.7185	0.978644	0.609645	0.614533	0.0273641	0.299	0.0176791	0.279498
6850	0.841	0.806511	0.991935	0.990263	0.0104934	0.824	0.19414	0.148901	0.6551	0.994137	0.115803	0.122573	0.0353461	0.589	0.00571252	0.0399078	0.7262	0.984039	0.611977	0.61195	0.0273746	0.297	0.0160608	0.242821
6860	0.8356	0.807024	0.985625	0.986897	0.0124159	0.83	0.194305	0.157457	0.6527	0.995552	0.123155	0.121876	0.0342747	0.613	0.00470854	0.0365563	0.7214	0.985526	0.606034	0.610031	0.0277908	0.305	0.0177562	0.282545
6870	0.8467	0.803277	0.986498	0.987683	0.0133802	0.768	0.195253	0.159338	0.6668	0.997419	0.127368	0.127828	0.0300255	0.639	0.0043262	0.0315725	0.7151	0.981338	0.609497	0.60993	0.0278254	0.295	0.0182145	0.241594
6880	0.8431	0.803418	0.992381	0.991069	0.0142388	0.777	0.19316	0.206407	0.6539	0.996211	0.125191	0.121854	0.032316	0.593	0.00431598	0.0266808	0.7273	0.977987	0.610411	0.609816	0.0267486	0.321	0.0175438	0.257769
6890	0.8388	0.805732	0.989444	0.991294	0.0135758	0.817	0.193629	0.209077	0.6249	0.995841	0.118913	0.119858	0.0294624	0.581	0.00468571	0.0299259	0.7411	0.983976	0.617647	0.611283	0.0272398	0.35	0.016684	0.265225
6900	0.8388	0.798477	0.988679	0.991166	0.012252	0.777	0.194824	0.212556	0.6301	0.996386	0.122196	0.118855	0.0300518	0.573	0.00475227	0.0329106	0.7603	0.987871	0.626073	0.613374	0.0259199	0.329	0.0149381	0.250873
6910	0.8498	0.802304	0.983588	0.985599	0.0145523	0.739	0.196142	0.241039	0.6708	0.994322	0.110383	0.113642	0.0295426	0.635	0.00510446	0.0324212	0.7358	0.992258	0.62058	0.615332	0.0238042	0.331	0.0131198	0.226023
6920	0.8563	0.802687	0.985666	0.98532	0.0125012	0.71	0.197179	0.343533	0.6758	0.994531	0.109167	0.116817	0.0294817	0.644	0.00533638	0.0372248	0.7494	0.992663	0.607753	0.609405	0.0253035	0.383	0.0113937	0.221591
6930	0.8626	0.812709	0.98838	0.988212	0.013765	0.727	0.189927	0.50074	0.6461	0.993103	0.105627	0.112772	0.026503	0.61	0.00676691	0.056668	0.7616	0.988421	0.622581	0.60905	0.024586	0.37	0.0113164	0.206226
6940	0.8605	0.810987	0.987189	0.987737	0.0137896	0.712	0.190023	0.474524	0.6844	0.992879	0.121469	0.112422	0.0234218	0.658	0.00630052	0.0498603	0.7195	0.992199	0.612396	0.610973	0.0243597	0.283	0.0091657	0.156118
6950	0.8631	0.810811	0.986869	0.988486	0.0131052	0.728	0.190332	0.467171	0.702	0.993016	0.103058	0.106422	0.0232809	0.676	0.00606318	0.0421544	0.7239	0.992542	0.611489	0.612825	0.0261958	0.28	0.00877087	0.138962
6960	0.861	0.817251	0.986822	0.986022	0.0140244	0.733	0.18651	0.663844	0.65	0.992459	0.114359	0.112433	0.0183784	0.613	0.00667429	0.0450749	0.7047	0.994071	0.606693	0.606287	0.0307223	0.25	0.0102766	0.173059
6970	0.8597	0.821252	0.986266	0.984443	0.0140937	0.797	0.181468	0.651542	0.6435	0.994059	0.104315	0.110321	0.0188423	0.604	0.00621869	0.0384882	0.7078	0.988889	0.599029	0.603535	0.0261698	0.272	0.0101174	0.159939
6980	0.8477	0.820624	0.983735	0.984614	0.0105571	0.835	0.179609	0.634051	0.6824	0.992462	0.106571	0.110138	0.0253769	0.599	0.00688119	0.0517311	0.6826	0.992718	0.602141	0.607365	0.0277405	0.223	0.00890337	0.148237
6990	0.8533	0.820672	0.986294	0.984193	0.0116819	0.805	0.178306	0.632177	0.6805	0.9925	0.125833	0.115653	0.0261538	0.658	0.0070512	0.0513768	0.6943	0.992308	0.603264	0.605026	0.0231316	0.227	0.00906397	0.150794
7000	0.8777	0.833752	0.989046	0.987508	0.0118057	0.706	0.176685	0.640029	0.6599	0.989984	0.123622	0.119851	0.0257887	0.646	0.00829806	0.0557708	0.6808	0.990099	0.602506	0.603452	0.020998	0.216	0.0078238	0.12621
7010	0.8697	0.828456	0.990196	0.99165	0.0114915	0.77	0.172837	0.66865	0.6773	0.989844	0.121667	0.123207	0.022968	0.648	0.0083305	0.049531	0.7249	0.992384	0.609169	0.605602	0.0189911	0.275	0.00767309	0.100658
7020	0.8628	0.818046	0.988213	0.98788	0.0135705	0.767	0.173544	0.691812	0.6785	0.988975	0.116854	0.118342	0.0255513	0.622	0.00831288	0.0548664	0.7251	0.992208	0.606214	0.606473	0.0143715	0.311	0.00845953	0.109185
7030	0.8577	0.824718	0.987192	0.985261	0.0157859	0.779	0.16944	0.627483	0.6858	0.991271	0.110951	0.11886	0.0215086	0.648	0.00935045	0.0709476	0.7084	0.990734	0.609717	0.602869	0.0187024	0.262	0.00879091	0.0983011
7040	0.8713	0.833775	0.986939	0.992019	0.0116247	0.752	0.163583	0.549252	0.6276	0.990893	0.12177	0.118166	0.0249208	0.601	0.0096788	0.0713742	0.7313	0.991961	0.613643	0.603122	0.0209591	0.342	0.008827	0.116476
7050	0.8767	0.837766	0.994758	0.996495	0.00576252	0.778	0.160403	0.449791	0.6353	0.991568	0.116216	0.117819	0.0253874	0.589	0.00908987	0.0594217	0.7352	0.992262	0.60512	0.603033	0.0209998	0.335	0.0083596	0.101673
7060	0.8759	0.836424	0.997551	0.996439	0.00515513	0.743	0.159417	0.433474	0.654	0.992892	0.103412	0.106599	0.0213388	0.605	0.00796205	0.0526692	0.7332	0.991071	0.602711	0.599516	0.0232882	0.331	0.00958864	0.138659
7070	0.8861	0.837787	0.996711	0.996436	0.00483369	0.717	0.159465	0.387625	0.6755	0.994531	0.108333	0.103767	0.0185571	0.666	0.00656394	0.0379385	0.7271	0.990506	0.605409	0.599314	0.024967	0.308	0.00878377	0.137137
7080	0.8872	0.843296	0.997887	0.996096	0.00705578	0.728	0.160425	0.492783	0.7192	0.99519	0.116242	0.104171	0.0194818	0.665	0.00681301	0.046483	0.7554	0.99126	0.605237	0.600661	0.0250009	0.401	0.00895521	0.150128
7090	0.8735	0.837176	0.996491	0.99453	0.00831845	0.759	0.165363	0.699764	0.6778	0.992558	0.105915	0.10754	0.0208202	0.618	0.00651405	0.045568	0.7098	0.990847	0.592199	0.596971	0.0263882	0.288	0.00857585	0.144075
7100	0.8811	0.841224	0.991698	0.995043	0.00731179	0.759	0.165413	0.711386	0.6435	0.995372	0.104557	0.110561	0.0190984	0.612	0.0048873	0.0437913	0.7197	0.992994	0.594606	0.59783	0.0241037	0.293	0.0069954	0.102661
7110	0.8594	0.832855	0.995706	0.994869	0.00740541	0.83	0.165886	0.639001	0.663	0.994712	0.1125	0.114579	0.020703	0.633	0.00489955	0.0420693	0.7079	0.992334	0.593408	0.593935	0.0258683	0.306	0.00749167	0.13235
7120	0.8582	0.82871	0.994382	0.995613	0.00629487	0.827	0.164585	0.612076	0.6245	0.994646	0.115439	0.115404	0.0198129	0.608	0.00495961	0.0545616	0.7019	0.989818	0.59269	0.592661	0.0232205	0.286	0.00756095	0.121954
7130	0.8608	0.829259	0.995263	0.995271	0.00436453	0.798	0.164102	0.594971	0.6948	0.993769	0.119591	0.120642	0.0197941	0.658	0.00512638	0.0500126	0.7053	0.995423	0.590223	0.591961	0.023336	0.292	0.00689333	0.088605
7140	0.864	0.835115	0.998305	0.996319	0.00598014	0.803	0.163714	0.555603	0.6484	0.995861	0.118434	0.117783	0.0191132	0.616	0.00456311	0.0410795	0.7214	0.994225	0.58763	0.591723	0.0237481	0.34	0.00813363	0.0933817
7150	0.8692	0.837935	0.997449	0.994836	0.00631356	0.804	0.155487	0.360303	0.609	0.99623	0.122122	0.116861	0.019876	0.571	0.00442546	0.0336117	0.7077	0.990429	0.584792	0.59072	0.0257371	0.308	0.0106028	0.11167
7160	0.8822	0.845213	0.994355	0.993382	0.00887775	0.732	0.15463	0.280761	0.6571	0.994156	0.116406	0.113464	0.0191	0.632	0.00542889	0.0381718	0.7217	0.989815	0.593195	0.588539	0.0260782	0.318	0.0118255	0.154738
7170	0.8846	0.85227	0.99345	0.994438	0.00835876	0.772	0.154644	0.306125	0.6393	0.993155	0.110723	0.118529	0.0187838	0.596	0.00626405	0.0520642	0.7082	0.987963	0.574112	0.587545	0.0233259	0.336	0.0126501	0.159244
7180	0.8786	0.847903	0.992019	0.99175	0.00819502	0.814	0.156106	0.220059	0.6384	0.992642	0.111443	0.11553	0.0182722	0.617	0.00715762	0.0455564	0.7089	0.985061	0.574107	0.585574	0.0230375	0.355	0.012546	0.133336
7190	0.876	0.847702	0.992821	0.991763	0.00811223	0.808	0.155119	0.172836	0.6314	0.992662	0.120048	0.12516	0.0186355	0.598	0.00770474	0.0491801	0.7385	0.988281	0.582792	0.584816	0.0238645	0.386	0.0128395	0.108145
7200	0.875	0.844106	0.990521	0.991689	0.00813945	0.782	0.154881	0.162709	0.6394	0.993277	0.119506	0.125725	0.020297	0.597	0.0075031	0.0498235	0.6978	0.987857	0.585	0.582109	0.025151	0.277	0.0126235	0.116559
7210	0.8814	0.845046	0.99465	0.992044	0.00874167	0.749	0.153132	0.137859	0.6382	0.991681	0.13163	0.133291	0.0204566	0.578	0.00731757	0.0597099	0.6832	0.984549	0.591656	0.585903	0.025292	0.246	0.0136884	0.177727
7220	0.8793	0.847871	0.987556	0.989918	0.00979163	0.743	0.151679	0.157714	0.6427	0.989865	0.138971	0.135029	0.0208198	0.625	0.00774287	0.065205	0.7022	0.984375	0.588062	0.58608	0.0236726	0.302	0.0161723	0.262203
7230	0.8792	0.837879	0.988686	0.987812	0.0101241	0.707	0.151294	0.173746	0.6719	0.992777	0.141645	0.138161	0.0223782	0.618	0.00730577	0.0643671	0.6798	0.984545	0.593846	0.583256	0.0245864	0.201	0.0165559	0.301265
7240	0.8848	0.845828	0.990706	0.989467	0.0102934	0.75	0.150477	0.235007	0.6516	0.994482	0.141542	0.140053	0.0216364	0.6	0.00690297	0.0592995	0.6754	0.990041	0.575494	0.580465	0.0246559	0.263	0.0128791	0.17927
7250	0.8809	0.851341	0.987558	0.987681	0.00974116	0.787	0.148638	0.226586	0.6355	0.991795	0.133253	0.136169	0.0209505	0.599	0.00717604	0.0770624	0.707	0.987013	0.58237	0.580508	0.0242464	0.321	0.0123011	0.202312
7260	0.8736	0.843836	0.994924	0.992623	0.0086111	0.784	0.148907	0.269218	0.6623	0.991368	0.13886	0.134751	0.0204636	0.624	0.00806654	0.103836	0.7122	0.990208	0.57089	0.578461	0.0247827	0.361	0.0105827	0.195051
7270	0.8745	0.845735	0.996335	0.992972	0.00844918	0.802	0.148471	0.25609	0.6207	0.991084	0.125701	0.132015	0.0199185	0.58	0.00720377	0.0759882	0.682	0.989925	0.569262	0.579671	0.0241081	0.285	0.0101863	0.177965
7280	0.8813	0.858824	0.993413	0.993007	0.00876311	0.841	0.146101	0.266496	0.6125	0.993011	0.132127	0.1371	0.0221423	0.565	0.00748652	0.0829572	0.6728	0.989912	0.579145	0.579448	0.0226177	0.215	0.0102997	0.208296
7290	0.8754	0.856597	0.994853	0.995494	0.00698463	0.862	0.143765	0.265678	0.6607	0.993279	0.140513	0.131715	0.0222036	0.618	0.00682618	0.0664637	0.7026	0.990604	0.580342	0.576947	0.0219062	0.29	0.0123208	0.286754
7300	0.8831	0.858924	0.991758	0.994776	0.00746504	0.808	0.14125	0.285244	0.663	0.991276	0.129659	0.125598	0.0252367	0.628	0.00751585	0.0627035	0.6958	0.991289	0.576858	0.575385	0.0209811	0.316	0.0115831	0.241309
7310	0.8808	0.857369	0.988268	0.992801	0.00821292	0.828	0.139736	0.280734	0.6684	0.99328	0.126933	0.12599	0.0279348	0.626	0.0075347	0.058109	0.6946	0.985424	0.572908	0.574764	0.0209675	0.282	0.011734	0.213523
7320	0.8956	0.87362	0.992432	0.992776	0.00865574	0.843	0.134936	0.267837	0.6647	0.991653	0.124403	0.123681	0.0276964	0.609	0.00793983	0.0639613	0.698	0.987658	0.564181	0.570255	0.0207253	0.329	0.0118939	0.244575
7330	0.889	0.869405	0.991875	0.994569	0.00758808	0.824	0.136135	0.266508	0.6809	0.991757	0.121008	0.124503	0.028278	0.641	0.00778277	0.0699506	0.7263	0.984896	0.565097	0.564478	0.0172982	0.38	0.0137459	0.285213
7340	0.8922	0.869608	0.992391	0.992936	0.00814442	0.796	0.133715	0.234466	0.6137	0.992185	0.126087	0.123395	0.0268543	0.572	0.00662056	0.0674348	0.7068	0.982647	0.564697	0.561394	0.0165824	0.353	0.0146992	0.327637
